,trialNum,trialId,itiPeriod,samplePeriod,xSpeed,ySpeed,speed,time,xPosition,yPosition,fraction,corPos,corWidth,licks,water,scimFileNum,scimFrameNum,trialType,wallDistOL
56,0.0,15,0.0,0.0,0.3370938897,6.370065212,6.378978252,7.88732394366,7.027999878,106.8950653,0.8784999847,15.0,30.0,0.0,0.0,0,56,OL_16R,16.0
57,0.0,15,0.0,0.0,0.2060346901,5.856242657,5.859865665,8.02816901408,7.170000076,106.9323044,0.8962500095,15.0,30.0,0.0,0.0,0,57,OL_16R,16.0
58,0.0,15,0.0,0.0,2.418224573,2.887902021,3.766668081,8.16901408451,7.309999943,106.9752502,0.9137499928,15.0,30.0,0.0,0.0,0,58,OL_16R,16.0
59,0.0,15,0.0,0.0,21.61672592,22.68984985,31.33866882,8.30985915493,7.449999809,108.3351593,0.9312499762,15.0,30.0,0.0,0.0,0,59,OL_16R,16.0
60,0.0,15,0.0,0.0,0.6243489981,22.01085854,22.01971245,8.45070422535,7.592000008,110.575882,0.949000001,15.0,30.0,0.0,0.0,0,60,OL_16R,16.0
61,0.0,15,0.0,0.0,-1.061410189,30.63360405,30.65198708,8.59154929577,7.731999874,110.6628418,0.9664999843,15.0,30.0,0.0,0.0,0,61,OL_16R,16.0
62,0.0,15,0.0,0.0,26.65548515,21.25257683,34.09086227,8.7323943662,7.872000217,112.7148209,0.9840000272,15.0,30.0,0.0,0.0,0,62,OL_16R,16.0
63,0.0,15,0.0,0.0,1.177899957,33.74649811,33.76704788,8.87323943662,7.998000145,113.812645,0.9997500181,15.0,30.0,0.0,0.0,0,63,OL_16R,16.0
64,1.0,9,1.0,0.0,16.80453873,2.139538765,16.94019318,9.01408450704,-0.8439999819,-6.337755203,-0.1054999977,15.0,30.0,0.0,0.0,1,0,OL_4R,4.0
65,1.0,9,1.0,0.0,1.15317142,16.9636116,17.00276184,9.15492957746,-0.7020000219,-5.629424572,-0.08775000274,15.0,30.0,1.0,0.0,1,1,OL_4R,4.0
66,1.0,9,1.0,0.0,1.126426578,17.16923523,17.20614624,9.29577464789,-0.5619999766,-5.460115433,-0.07024999708,15.0,30.0,0.0,0.0,1,2,OL_4R,4.0
67,1.0,9,1.0,0.0,1.612140775,-0.9041550756,1.848376155,9.43661971831,-0.4219999909,-5.318468571,-0.05274999887,15.0,30.0,0.0,0.0,1,3,OL_4R,4.0
68,1.0,9,1.0,0.0,26.86480331,26.9915123,38.08227158,9.57746478873,-0.2800000012,-3.976453304,-0.03500000015,15.0,30.0,0.0,0.0,1,4,OL_4R,4.0
69,1.0,9,1.0,0.0,7.970702171,12.33610249,14.68712044,9.71830985915,-0.1400000006,0.01893519983,-0.01750000007,15.0,30.0,0.0,0.0,1,5,OL_4R,4.0
70,1.0,9,0.0,0.0,-3.285900116,4.119679451,5.269620419,9.85915492958,0.0,0.0,0.0,15.0,30.0,1.0,0.0,1,6,OL_4R,4.0
71,1.0,9,0.0,0.0,1.50227344,10.12619209,10.23702049,10.0,0.1420000046,-0.4171962142,0.01775000058,15.0,30.0,0.0,0.0,1,7,OL_4R,4.0
72,1.0,9,0.0,0.0,4.04432869,7.434293747,8.46317482,10.1408450704,0.2820000052,0.6005691886,0.03525000066,15.0,30.0,0.0,0.0,1,8,OL_4R,4.0
73,1.0,9,0.0,0.0,-10.68748188,-9.600942612,14.36664009,10.2816901408,0.423999995,0.2883841991,0.05299999937,15.0,30.0,0.0,0.0,1,9,OL_4R,4.0
74,1.0,9,0.0,0.0,8.92654705,-3.922677517,9.750417709,10.4225352113,0.5640000105,-0.2729283869,0.07050000131,15.0,30.0,0.0,0.0,1,10,OL_4R,4.0
75,1.0,9,0.0,0.0,13.76539803,15.18239594,20.49369049,10.5633802817,0.7039999962,1.541221142,0.08799999952,15.0,30.0,0.0,0.0,1,11,OL_4R,4.0
76,1.0,9,0.0,0.0,12.77741623,36.62296295,38.78793335,10.7042253521,0.8460000157,3.804538012,0.105750002,15.0,30.0,0.0,0.0,1,12,OL_4R,4.0
77,1.0,9,0.0,0.0,18.01167107,26.97202682,32.43317032,10.8450704225,0.9860000014,5.545544147,0.1232500002,15.0,30.0,0.0,0.0,1,13,OL_4R,4.0
78,1.0,9,0.0,0.0,16.1540947,32.62033463,36.4011116,10.985915493,1.126000047,8.130057335,0.1407500058,13.60000038,30.0,0.0,0.0,1,14,OL_4R,4.0
79,1.0,9,0.0,0.0,29.17000961,9.774954796,30.76425171,11.1267605634,1.268000007,11.33103657,0.1585000008,12.0,30.0,0.0,0.0,1,15,OL_4R,4.0
80,1.0,9,0.0,0.0,26.08954811,29.87015343,39.65968704,11.2676056338,1.407999992,15.65668583,0.175999999,10.5,30.0,0.0,0.0,1,16,OL_4R,4.0
81,1.0,9,0.0,0.0,-1.347153068,26.65242386,26.68644714,11.4084507042,1.549999952,17.54211617,0.193749994,8.899999619,30.0,0.0,0.0,1,17,OL_4R,4.0
82,1.0,9,0.0,0.0,15.24227142,21.30149651,26.19314003,11.5492957746,1.690000057,17.83683586,0.2112500072,7.400000095,30.0,0.0,0.0,1,18,OL_4R,4.0
83,1.0,9,0.0,0.0,1.628651023,16.5365963,16.61660385,11.6901408451,1.830000043,19.37786293,0.2287500054,5.800000191,30.0,0.0,0.0,1,19,OL_4R,4.0
84,1.0,9,0.0,0.0,13.95477104,27.88975716,31.18612289,11.8309859155,1.972000003,20.11240196,0.2465000004,4.300000191,30.0,0.0,0.0,1,20,OL_4R,4.0
85,1.0,9,0.0,1.0,2.626481533,41.2591629,41.34267807,11.9718309859,2.111999989,21.77995491,0.2639999986,4.0,30.0,0.0,0.0,1,21,OL_4R,4.0
86,1.0,9,0.0,1.0,7.224383831,42.88289642,43.48717499,12.1126760563,2.252000093,21.97701454,0.2815000117,4.0,30.0,0.0,0.0,1,22,OL_4R,4.0
87,1.0,9,0.0,1.0,8.887410164,28.4130497,29.77058029,12.2535211268,2.394000053,23.45116234,0.2992500067,4.0,30.0,0.0,0.0,1,23,OL_4R,4.0
88,1.0,9,0.0,1.0,1.26114285,39.30918121,39.32940674,12.3943661972,2.53399992,24.22128487,0.31674999,4.0,30.0,0.0,0.0,1,24,OL_4R,4.0
89,1.0,9,0.0,1.0,23.70939636,44.71408463,50.6111145,12.5352112676,2.676000118,25.79926872,0.3345000148,4.0,30.0,0.0,0.0,1,25,OL_4R,4.0
90,1.0,9,0.0,1.0,0.845759213,34.30314255,34.31356812,12.676056338,2.815999985,28.24304199,0.3519999981,4.0,30.0,0.0,0.0,1,26,OL_4R,4.0
91,1.0,9,0.0,1.0,10.57779598,38.60742569,40.03027725,12.8169014085,2.95600009,28.08950615,0.3695000112,4.0,30.0,0.0,0.0,1,27,OL_4R,4.0
92,1.0,9,0.0,1.0,7.672740936,13.13685894,15.21341515,12.9577464789,3.09800005,30.19917679,0.3872500062,4.0,30.0,0.0,0.0,1,28,OL_4R,4.0
93,1.0,9,0.0,1.0,0.5366387963,2.997740746,3.045394897,13.0985915493,3.237999916,30.46529007,0.4047499895,4.0,30.0,0.0,0.0,1,29,OL_4R,4.0
94,1.0,9,0.0,1.0,1.695042849,0.2943040729,1.720402598,13.2394366197,3.378000021,30.56549454,0.4222500026,4.0,30.0,0.0,0.0,1,30,OL_4R,4.0
95,1.0,9,0.0,1.0,27.85058403,41.87589645,50.2916069,13.3802816901,3.519999981,33.39870453,0.4399999976,4.0,30.0,0.0,0.0,1,31,OL_4R,4.0
96,1.0,9,0.0,1.0,9.462991714,22.11342812,24.05310631,13.5211267606,3.660000086,36.84307098,0.4575000107,4.0,30.0,0.0,0.0,1,32,OL_4R,4.0
97,1.0,9,0.0,1.0,12.76006126,20.04692078,23.76337814,13.661971831,3.802000046,37.06830597,0.4752500057,4.0,30.0,0.0,0.0,1,33,OL_4R,4.0
98,1.0,9,0.0,1.0,4.503201962,19.191185,19.7124424,13.8028169014,3.941999912,39.29626465,0.492749989,4.0,30.0,0.0,0.0,1,34,OL_4R,4.0
99,1.0,9,0.0,1.0,7.952289581,19.60501289,21.15645218,13.9436619718,4.081999779,39.78277588,0.5102499723,4.0,30.0,0.0,0.0,1,35,OL_4R,4.0
100,1.0,9,0.0,1.0,54.60828018,11.94958401,55.90041733,14.0845070423,4.223999977,45.69894409,0.5279999971,4.0,30.0,0.0,0.0,1,36,OL_4R,4.0
101,1.0,9,0.0,1.0,10.21477795,33.01986694,34.56375885,14.2253521127,4.363999844,48.49026108,0.5454999804,4.0,30.0,0.0,0.0,1,37,OL_4R,4.0
102,1.0,9,0.0,1.0,4.398340702,32.44405365,32.74082947,14.3661971831,4.504000187,48.78462219,0.5630000234,4.0,30.0,0.0,0.0,1,38,OL_4R,4.0
103,1.0,9,0.0,1.0,8.432952881,28.00321198,29.24541855,14.5070422535,4.645999908,50.36915588,0.5807499886,4.0,30.0,0.0,0.0,1,39,OL_4R,4.0
104,1.0,9,0.0,1.0,14.30355072,1.075257182,14.34390926,14.6478873239,4.785999775,51.62304688,0.5982499719,4.0,30.0,0.0,0.0,1,40,OL_4R,4.0
105,1.0,9,0.0,1.0,36.58696365,36.91969299,51.97758865,14.7887323944,4.927999973,55.03865051,0.6159999967,4.0,30.0,0.0,0.0,1,41,OL_4R,4.0
106,1.0,9,0.0,1.0,1.789867401,38.73921585,38.78054047,14.9295774648,5.06799984,57.73937988,0.63349998,4.0,30.0,0.0,0.0,1,42,OL_4R,4.0
107,1.0,9,0.0,1.0,32.80021667,10.56893444,34.46094513,15.0704225352,5.208000183,59.23429489,0.6510000229,4.0,30.0,0.0,0.0,1,43,OL_4R,4.0
108,1.0,9,0.0,1.0,26.00154495,35.46364975,43.9744339,15.2112676056,5.349999905,64.87093353,0.6687499881,4.0,30.0,0.0,0.0,1,44,OL_4R,4.0
109,1.0,9,0.0,1.0,21.73506355,31.13495255,37.97101974,15.3521126761,5.489999771,67.21247864,0.6862499714,4.0,30.0,0.0,0.0,1,45,OL_4R,4.0
110,1.0,9,0.0,1.0,26.29086113,37.37881851,45.69885254,15.4929577465,5.631999969,70.46308136,0.7039999962,4.0,30.0,0.0,0.0,1,46,OL_4R,4.0
111,1.0,9,0.0,1.0,10.82229805,31.45969009,33.26911926,15.6338028169,5.771999836,71.88599396,0.7214999795,4.0,30.0,0.0,0.0,1,47,OL_4R,4.0
112,1.0,9,0.0,1.0,11.67265511,31.23604965,33.34579086,15.7746478873,5.912000179,74.25914764,0.7390000224,4.0,30.0,0.0,0.0,1,48,OL_4R,4.0
113,1.0,9,0.0,0.0,0.1559346914,31.94876862,31.94914818,15.9154929577,6.053999901,75.2134552,0.7567499876,4.5,30.0,0.0,0.0,1,49,OL_4R,4.0
114,1.0,9,0.0,0.0,13.56255531,20.55626488,24.62727928,16.0563380282,6.193999767,75.94781494,0.7742499709,6.099999905,30.0,0.0,0.0,1,50,OL_4R,4.0
115,1.0,9,0.0,0.0,1.021826506,9.892548561,9.945181847,16.1971830986,6.334000111,76.95381927,0.7917500138,7.599999905,30.0,0.0,0.0,1,51,OL_4R,4.0
116,1.0,9,0.0,0.0,11.50255871,22.28832626,25.08143425,16.338028169,6.475999832,77.52177429,0.809499979,9.199999809,30.0,1.0,0.0,1,52,OL_4R,4.0
117,1.0,9,0.0,0.0,1.081834674,23.53138351,23.55623817,16.4788732394,6.616000175,78.93056488,0.8270000219,10.69999981,30.0,0.0,0.0,1,53,OL_4R,4.0
118,1.0,9,0.0,0.0,12.72137928,25.04514313,28.09079361,16.6197183099,6.756000042,79.19784546,0.8445000052,12.25,30.0,0.0,0.0,1,54,OL_4R,4.0
119,1.0,9,0.0,0.0,1.433648944,26.32306862,26.36207962,16.7605633803,6.897999763,81.35187531,0.8622499704,13.80000019,30.0,0.0,0.0,1,55,OL_4R,4.0
120,1.0,9,0.0,0.0,9.541577339,2.75752449,9.932050705,16.9014084507,7.038000107,81.81806183,0.8797500134,15.0,30.0,0.0,0.0,1,56,OL_4R,4.0
121,1.0,9,0.0,0.0,10.56339169,33.28021622,34.91644287,17.0422535211,7.179999828,83.56447601,0.8974999785,15.0,30.0,0.0,0.0,1,57,OL_4R,4.0
122,1.0,9,0.0,0.0,2.266316414,20.39597511,20.52150154,17.1830985915,7.320000172,84.47065735,0.9150000215,15.0,30.0,0.0,0.0,1,58,OL_4R,4.0
123,1.0,9,0.0,0.0,4.613810062,21.97340775,22.45256996,17.323943662,7.460000038,84.91479492,0.9325000048,15.0,30.0,0.0,0.0,1,59,OL_4R,4.0
124,1.0,9,0.0,0.0,17.8856163,13.97755718,22.69950104,17.4647887324,7.602000237,86.59307098,0.9502500296,15.0,30.0,0.0,0.0,1,60,OL_4R,4.0
125,1.0,9,0.0,0.0,2.012116432,6.961026669,7.245998859,17.6056338028,7.742000103,87.96433258,0.9677500129,15.0,30.0,1.0,0.0,1,61,OL_4R,4.0
126,1.0,9,0.0,0.0,24.56207275,9.404684067,26.30101585,17.7464788732,7.881999969,89.43560791,0.9852499962,15.0,30.0,0.0,0.0,1,62,OL_4R,4.0
127,2.0,4,1.0,0.0,5.030171871,15.77029228,16.55308914,17.8873239437,-0.9739999771,-4.202140808,-0.02101070434,15.0,30.0,0.0,0.0,2,0,CL_T5.7R,
128,2.0,4,1.0,0.0,6.449961185,31.6047802,32.25622559,18.0281690141,-0.8339999914,-3.725392342,-0.01862696186,15.0,30.0,0.0,0.0,2,1,CL_T5.7R,
129,2.0,4,1.0,0.0,0.6266939044,18.33378029,18.34448814,18.1690140845,-0.6919999719,-3.761508465,-0.01880754158,15.0,30.0,0.0,0.0,2,2,CL_T5.7R,
130,2.0,4,1.0,0.0,19.8985157,15.17320633,25.02353096,18.3098591549,-0.5519999862,-2.78911829,-0.01394559164,15.0,30.0,0.0,0.0,2,3,CL_T5.7R,
131,2.0,4,1.0,0.0,10.42027378,15.11628532,18.35985184,18.4507042254,-0.4120000005,1.200537801,0.00600268878,15.0,30.0,0.0,0.0,2,4,CL_T5.7R,
132,2.0,4,1.0,0.0,-10.91796303,6.410251141,12.66069698,18.5915492958,-0.2700000107,0.5173348188,0.002586673945,15.0,30.0,0.0,0.0,2,5,CL_T5.7R,
133,2.0,4,1.0,0.0,1.864373446,5.010759354,5.346363068,18.7323943662,-0.1299999952,-0.03318079934,-0.000165903999,15.0,30.0,1.0,0.0,2,6,CL_T5.7R,
134,2.0,4,0.0,0.0,0.2807163298,17.83003044,17.83223915,18.8732394366,0.0120000001,-0.01812079921,-9.060400043e-05,15.39999962,30.0,0.0,0.0,2,7,CL_T5.7R,
135,2.0,4,0.0,0.0,19.43202782,11.3145752,22.48606873,19.014084507,0.1519999951,1.97468996,0.009873449802,20.10000038,30.0,0.0,0.0,2,8,CL_T5.7R,
136,2.0,4,0.0,0.0,-1.305549026,7.97313261,8.079313278,19.1549295775,0.2919999957,3.1236763,0.01561838202,22.85000038,30.0,1.0,0.0,2,9,CL_T5.7R,
137,2.0,4,0.0,0.0,9.06176281,0.5441224575,9.078083992,19.2957746479,0.4339999855,3.909688711,0.01954844221,24.64999962,30.0,0.0,0.0,2,10,CL_T5.7R,
138,2.0,4,0.0,0.0,0.09702856839,-8.508847237,8.509400368,19.4366197183,0.574000001,4.288598537,0.02144299261,22.35000038,30.0,0.0,0.0,2,11,CL_T5.7R,
139,2.0,4,0.0,0.0,12.87889576,3.587961197,13.36934566,19.5774647887,0.7139999866,5.206626892,0.02603313513,22.0,30.0,0.0,0.0,2,12,CL_T5.7R,
140,2.0,4,0.0,0.0,17.38415718,-6.095834732,18.42194748,19.7183098592,0.8560000062,7.364692211,0.03682345897,22.25,30.0,0.0,0.0,2,13,CL_T5.7R,
141,2.0,4,0.0,0.0,19.41559029,0.9063693881,19.43673515,19.8591549296,0.9959999919,8.994290352,0.04497145489,21.10000038,30.0,0.0,0.0,2,14,CL_T5.7R,
142,2.0,4,0.0,0.0,5.385436535,-0.572414279,5.415771961,20.0,1.136000037,11.67929935,0.0583964996,21.5,30.0,0.0,0.0,2,15,CL_T5.7R,
143,2.0,4,0.0,0.0,9.487192154,-3.797320366,10.21892643,20.1408450704,1.277999997,12.04071522,0.0602035746,21.0,30.0,1.0,0.0,2,16,CL_T5.7R,
144,2.0,4,0.0,0.0,1.023573518,-14.76473713,14.80017471,20.2816901408,1.417999983,13.34789944,0.06673949957,17.79999924,30.0,0.0,0.0,2,17,CL_T5.7R,
145,2.0,4,0.0,0.0,16.37244606,5.281773567,17.20331573,20.4225352113,1.559999943,14.69373131,0.07346865535,15.80000019,30.0,0.0,0.0,2,18,CL_T5.7R,
146,2.0,4,0.0,0.0,35.21095657,3.056624413,35.34337997,20.5633802817,1.700000048,17.85737419,0.08928687125,18.10000038,30.0,0.0,0.0,2,19,CL_T5.7R,
147,2.0,4,0.0,0.0,38.92820358,0.9288816452,38.93928528,20.7042253521,1.840000033,24.16551971,0.1208276004,18.20000076,30.0,0.0,0.0,2,20,CL_T5.7R,
148,2.0,4,0.0,0.0,8.183067322,3.799597979,9.022169113,20.8450704225,1.981999993,27.37152863,0.1368576437,19.70000076,30.0,1.0,0.0,2,21,CL_T5.7R,
