,label,0.0,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0
0,meanRate,0.107597001244,0.283920663477,0.136813067286,0.183725391969,0.364168402274,0.364118925452,0.306775131797,0.202475352452,0.360344373042,0.265607363825,-0.0133280476652,0.372492488003,0.371131012393,0.2510378163,-0.181832721893
0,numTrials,15.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0
0,stdRate,0.164009852762,0.109250280595,0.302260260321,0.181280899591,0.159654285305,0.270300442407,0.24971050187,0.265035255807,0.22975286492,0.199881955634,0.266379551177,0.218548581156,0.1124899107,0.233773562863,
1,meanRate,0.308496497456,-0.0894019666864,-0.384445567301,-0.144425409923,0.0671426761341,-0.322857513324,-0.211568599424,-0.220573893104,0.0660068048579,0.0419946013225,-0.202759220835,-0.0694594468021,-0.00791063660945,0.288303784769,0.0769874239696
1,numTrials,15.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0
1,stdRate,0.766487397724,0.319418645106,0.226719917035,0.243110002218,0.393792085403,0.359689685399,0.160191835371,0.376127647587,0.126507849719,0.335470752496,0.367661042918,0.279249384148,0.111399166669,0.154980896338,
2,meanRate,-0.210909111355,1.7395206261,2.89663548747,0.664300507143,1.32698721881,0.620747714011,0.580817557184,1.78863193368,1.81542704361,1.63092262741,1.85895839762,-0.282902540377,-1.15567455193,-0.793693441378,-0.288601690798
2,numTrials,15.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0
2,stdRate,1.69507132986,3.36756776354,3.19896312283,0.992530083006,2.02566406518,0.934298457142,0.472945890827,2.9371390753,3.26559840995,1.57934120502,3.63306051276,1.08766541824,1.16779595756,0.723854514163,
3,meanRate,0.192294010862,-0.0962206573248,-0.151345578447,-0.0618807671792,0.00319132050721,-0.078700198475,-0.160745599473,-0.174149047798,-0.103132119291,-0.11548917814,-0.137401231333,-0.225134827751,-0.0650960038212,-0.133749878488,-0.270649910954
3,numTrials,15.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0
3,stdRate,0.660430340689,0.505217120567,0.577523093927,0.396484592647,0.498919457826,0.299308248272,0.429676258161,0.340974439769,0.285006706739,0.42441873746,0.266671200375,0.0237073284031,0.102345642511,0.187022494859,
4,meanRate,0.132438499895,0.194120414744,0.308547566174,0.290780933858,0.0391645685732,0.241756798969,0.182293498447,0.128147097859,0.147199880593,0.113297271592,0.0474746216566,0.377237441148,-0.00730965546371,0.410791643865,-0.527167035481
4,numTrials,15.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0
4,stdRate,0.182474744645,0.271397991795,0.397855503227,0.240056057752,0.369077777774,0.14700216947,0.159867823441,0.322535626745,0.20454495327,0.296700029563,0.313794211331,0.112348167261,0.0839569862622,0.0265280053548,
5,meanRate,0.180186022337,1.00315525234,0.800496290792,-0.123790477155,0.366979348041,-0.0902205715633,0.591858012845,0.662647228846,0.502421690063,0.621312197966,0.512390570055,0.00997720610975,-0.0952537635973,-0.149121932025,0.262369442697
5,numTrials,15.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0
5,stdRate,0.680357999373,1.53259078026,1.61404343882,0.213219542972,1.36571470809,0.0614462523614,1.39107277534,1.66183114501,1.33988819135,1.68274164718,1.38374277778,0.0522604174367,0.0454454295865,0.251603389686,
6,meanRate,0.422382720965,1.41284802838,0.424587752611,0.0842329753303,0.145503868902,0.246023747794,0.230113548482,0.0482692550289,0.0684538677438,-0.151095221518,0.0809556312836,0.0398201057085,-0.141838636504,-0.145636322954,-0.0197735835612
6,numTrials,15.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0
6,stdRate,0.642001298122,2.05574862353,0.540922688544,0.29423759265,0.570427459524,0.344445454656,0.196102491483,0.330429358949,0.0963776243558,0.251855387724,0.233224122619,0.172856284941,0.226664729269,0.114051388973,
7,meanRate,0.444100561562,1.05793927884,1.06018669146,1.97946658543,1.029402244,1.23952167603,1.16481887584,1.53395140116,1.09762487917,1.49456283196,1.18509237037,1.16219462121,1.77780239256,0.335196482737,5.37143701078
7,numTrials,15.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0
7,stdRate,0.734673886891,1.57978923053,1.37157787692,1.942407883,1.50752166811,1.29793298958,2.26235890986,1.24106141738,1.69227829681,1.82840999941,1.89738332202,1.84400837779,2.51419225477,1.32114085221,
8,meanRate,0.268907773254,1.86373926289,1.99962251205,0.965449520025,2.14259995916,1.77710999098,2.10746972634,1.71342253153,1.88711489127,1.81571796383,1.21150512568,0.581447164217,0.710567603066,0.761573948718,0.157436146741
8,numTrials,15.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0
8,stdRate,0.764833529882,2.82032971083,1.81303590025,1.47858580234,2.11572422706,1.41368314886,1.92996315618,1.56668300198,1.53778659681,2.01676158086,1.08717124169,0.622491212819,1.105199006,1.15503445229,
