,label,0.0,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0
0,meanRate,0.0831529157163,0.0742493404558,-0.0230271856229,-0.0526212760998,0.0940166701667,0.0831062188306,0.0763974357846,0.10174455638,0.0931339511924,0.0598107116638,-0.0044079683447,-0.157531500223,-0.0498134840858
0,numTrials,17.0,11.0,10.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,4.0,2.0
0,stdRate,0.115586958182,0.213395070805,0.244499099091,0.284856487879,0.144004245138,0.187175618949,0.092007756532,0.129192430548,0.200410401898,0.124958078535,0.193334263734,0.254636430345,0.251528161957
1,meanRate,0.0280523783052,0.0425948357294,0.079361040482,0.0215177993658,-0.0306006433177,0.0239373404412,0.0515653987608,0.0652252040365,0.0371359334955,0.0805833944914,0.0584484755577,0.0384336172239,0.234423068012
1,numTrials,17.0,11.0,10.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,4.0,2.0
1,stdRate,0.227414060915,0.123496264569,0.211846057675,0.055649019933,0.159677801994,0.178091958883,0.0836303574859,0.220941512761,0.0831822179315,0.184329288988,0.186317128675,0.307784733084,0.0907169009284
2,meanRate,0.051635743123,0.082104562067,0.0612212164213,0.0909884100603,0.0682704396093,0.0574832757488,0.0102429707747,0.169040426123,0.0972008914182,0.120406062743,0.110949677809,0.163234659902,0.304679116172
2,numTrials,17.0,11.0,10.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,4.0,2.0
2,stdRate,0.0967412755869,0.216486635851,0.210324014577,0.183912390385,0.100489694511,0.173410524139,0.159414888073,0.21735025584,0.342787248257,0.304709839275,0.145724032788,0.290175801048,0.341464547492
3,meanRate,0.0439548394036,0.06341064077,0.0940279774362,0.107305529704,0.0503145371772,0.000942782237791,-0.0237991129953,0.0622673516675,0.0377140230471,0.00814800119591,-0.0745963800771,-0.0220317156775,0.0673582482415
3,numTrials,17.0,11.0,10.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,4.0,2.0
3,stdRate,0.0695622219408,0.0843636572966,0.117079337517,0.1404575404,0.0703505137763,0.0668697905122,0.104096422121,0.111237649365,0.0832555337044,0.119873254336,0.1096182207,0.0754831406325,0.0820544817611
4,meanRate,0.212773259648,0.0817648659019,0.0497634137134,0.102776383097,-0.0737965436925,0.102385830156,0.00608899021609,0.00125820614285,0.0588971398322,-0.0239593435207,0.0262638842062,-0.0755511125835,-0.00666889079066
4,numTrials,17.0,11.0,10.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,10.0,4.0,2.0
