sourceId,activity,pVal,pVal-speed
0,0.408543990133,0.93721655018,0.34250751789
1,0.402154216709,0.679894450821,0.956995040195
2,0.392622280779,0.633948361825,0.874940826885
3,0.274800782031,0.653973283149,0.00820024404402
4,0.573910154595,0.889879155815,0.0572809677232
5,0.650571375387,0.771961851351,0.99256375434
6,0.300258485909,0.441984791005,0.72944443623
7,0.53047644206,0.566708890039,0.607652956972
8,0.496421979497,0.11957687966,0.152967306037
9,0.430100774344,0.662684228425,0.16031040898
10,0.291537195517,0.304345923209,0.550585473743
11,0.36918431459,0.782439098435,0.820312148764
12,0.395587434077,0.294509845106,0.16796832199
13,0.439654803431,0.423843105029,0.322474568321
14,1.14186365276,0.108806692409,0.59589337444
15,0.505109918529,0.730850474649,0.810080638265
16,0.314716483953,0.852226014246,0.014862077585
17,0.269944969893,0.163865673949,0.907856020296
18,0.265393618942,0.964254337481,0.510147852207
19,0.488651729299,0.882920795387,0.657506350198
20,0.608260729931,5.64911860093e-06,0.201129382682
21,0.293017110569,0.483337632952,0.265925954298
22,0.289031658715,0.872828867559,0.404928638512
23,0.425972916332,0.0475711317829,0.100854005154
24,0.590699654127,0.00029299674766,6.85538886635e-06
25,0.361134914606,0.118536114996,0.112802916598
26,0.328464534893,9.96377309439e-07,0.460462326011
27,0.314618102006,0.368074616104,0.512876700725
28,0.387274251172,0.503745415492,0.63702081275
29,0.441849931983,0.661192752094,0.00774249837436
30,0.641157552707,1.14879382401e-05,0.000218835705451
31,0.39945796276,0.718333013322,0.61051739158
32,1.0001028487,1.70413398955e-22,0.951120364459
33,0.235039364443,0.043685009979,0.075161985426
34,2.12332090362,1.75594880119e-18,0.840139199333
35,0.309896191923,0.18672506338,0.715718641886
36,1.14628996512,0.68293819814,0.750331276686
37,0.389089464388,0.258762109986,0.402602654387
38,0.393382100882,0.276721500841,0.973210134442
39,0.343393231756,0.719959746204,0.00191629955572
40,0.39250095871,0.177237301706,0.543233697609
41,0.354410694164,1.21683363072e-05,0.0514336286764
42,0.578272884902,0.655369176965,0.000362616855608
43,0.393244513609,0.955301108687,0.358747366669
44,0.345618453148,0.937732908776,0.0697539644613
45,0.333662457814,0.331897082798,0.592709398686
46,0.278862629786,0.225158443772,0.0545362566957
47,0.428668926253,0.137863039249,0.991893897119
48,0.306156089236,0.959222852853,0.926088208494
49,0.334044422519,0.738567159291,0.341085547755
50,0.328659639049,0.690582045708,0.243515224181
51,0.545351090909,0.290926323247,0.0673840051303
52,0.394923618373,0.429079621145,0.709510631353
53,0.318935647768,0.156597614701,0.545337806352
54,0.908079715886,0.975448948021,0.311215690423
55,0.262868562526,0.259095451198,0.266419210894
56,0.459118256516,8.62806969743e-10,0.559035468183
57,0.38331390749,0.618138259118,0.200726539052
58,0.333648780385,0.667639758163,0.734137190458
59,1.05401531819,0.993073240584,0.240403712381
60,0.317605946293,0.223657544231,0.503670223411
61,0.575697636219,0.876075287974,0.431215283838
62,0.585852540818,0.989599319298,0.611578656364
63,0.485726109133,0.00281508037006,0.0951549599927
64,0.261987482347,0.659822336,0.344532808772
65,0.322052604449,0.329450799033,0.821314377986
66,0.564915767682,5.74964305107e-06,0.017114599842
67,0.297158250259,0.562518326892,0.432148200857
68,0.814814430839,0.785803993732,0.100508502318
69,0.329750926841,0.936419875925,0.598770028007
70,0.66608697867,2.34868053586e-06,0.00929916809903
71,0.164322997379,2.70701859503e-07,0.154797167306
72,2.73940364511,0.906685291653,0.976561100484
73,0.456655557239,0.0183663636462,0.0706323001302
74,1.40703210473,0.7869591258,0.992153318443
75,0.39506688696,0.480469913771,0.658842709302
76,0.30926777299,0.995261976182,0.477385086387
77,0.393003258535,0.943905795203,0.0582363071501
78,0.330652573619,0.0144900886386,0.0979427150097
79,0.636174622991,0.567685308597,0.864939865297
80,0.367264694934,0.85706342017,0.985703629931
81,1.12338205907,0.589768117329,0.422905301882
82,0.353533476831,0.698729129344,0.920555941039
83,0.317457862375,0.000123245386801,0.139577323472
84,0.329503331021,0.100026424363,0.501771932399
85,0.491304526129,0.99258359064,0.170990386187
86,0.311605768553,0.162574015174,0.38679156277
87,0.293976786435,0.632775088074,0.444159932759
88,0.364663895115,0.714062399731,0.0850139785337
89,0.535345969264,1.73447515539e-14,0.152517100997
