,channelPeak,distLayer4,layer,sourceId,numSpikes,spkAmp,waveformSNR,firingDrift,spkAmpDrift,spkWidth,cellType,rateFA,peakTimeISI,pVal,pValClosed
0,3.9,298.0,Layer5b,0.0,2581,91.8650716776,10.289501476,-3.51559899656,12.418134966,224.864900843,FastSpiker,0.0,0.00983277591973,1.10029150043e-05,0.312477335483
1,23.0,-84.0,Layer23,1.0,2791,102.805087782,11.10774623,30.3694480948,31.7535579069,524.684768634,RegularSpiker,11.0845295056,0.00220735785953,0.00766243918491,0.000164103383686
2,12.1,134.0,Layer5a,2.0,1399,115.81343817,13.8921698018,-8.24805316175,0.785564965558,627.123223463,RegularSpiker,0.0,0.0107023411371,1.29103088913e-26,1.83575261351e-07
3,8.2,212.0,Layer5a,3.0,660,110.974242424,9.85948789038,11.079599842,7.12345496506,563.411501557,RegularSpiker,3.72439478585,0.00234113712375,3.87195562426e-17,0.0759161163
4,4.0,296.0,Layer5b,4.0,4244,86.0749882187,10.4078006389,18.5964354084,-1.86584118327,595.891987235,RegularSpiker,3.76884422111,0.00220735785953,7.01577386184e-56,1.27279683182e-21
5,7.0,236.0,Layer5b,5.0,8116,171.066442829,22.8689847281,-71.6937514591,9.36474209709,518.438521389,RegularSpiker,0.0255721774709,0.0159197324415,3.73072982503e-10,0.00300141288683
6,28.0,-184.0,Layer23,6.0,9880,44.7781376518,5.60128636034,6.72203297263,5.18081230516,794.522649646,RegularSpiker,28.0731070496,0.00200668896321,4.79285107231e-22,2.37145259375e-13
7,18.9,-2.0,Layer4,7.0,33606,145.804566149,11.3756968243,21.223818176,-5.81827849712,161.153178938,FastSpiker,12.9884953891,0.00234113712375,1.71054765634e-16,5.63759755434e-19
8,20.0,-24.0,Layer4,8.0,39868,110.459961623,10.3018294328,1.8370439127,7.97516327058,191.135165717,FastSpiker,7.47566679307,0.00334448160535,4.87809545487e-60,1.67830859271e-26
9,6.9,238.0,Layer5b,9.0,17511,117.190751528,15.404846096,-35.1478811689,12.9068679088,547.171258719,RegularSpiker,0.215141295499,0.0189966555184,3.99703846701e-52,2.77088790875e-05
10,6.7,242.0,Layer5b,10.0,15896,93.1373773276,13.9229945061,-5.04511781397,5.42937761812,567.159249905,RegularSpiker,0.160493034602,0.00267558528428,3.44701292142e-28,1.85527617101e-18
11,12.6,124.0,Layer5a,11.0,3577,149.907114901,19.64519483,-12.8198400379,1.16474901139,644.612715751,RegularSpiker,0.0301386377336,0.0159197324415,4.91020916696e-22,2.69679913291e-06
12,14.8,80.0,Layer5a,12.0,5266,188.186716673,18.7110621212,-23.9617716516,0.892640954402,764.540662867,RegularSpiker,0.0198649185538,0.0154515050167,9.45751594928e-48,0.000284309412726
13,25.1,-126.0,Layer23,13.0,4104,85.9360380117,9.27260298614,82.1389125776,6.03530606146,528.432516982,RegularSpiker,31.4539284782,0.00200668896321,8.87268177292e-39,2.39440474822e-06
14,13.1,114.0,Layer5a,14.0,1615,112.870433437,14.5089432564,-138.444032801,3.1981917487,657.105210242,RegularSpiker,0.0,0.00588628762542,0.941099704067,0.665556773906
15,13.9,98.0,Layer5a,15.0,882,109.809807256,14.5139953836,-57.0055063493,1.98926006335,664.600706937,RegularSpiker,0.0,0.0129096989967,0.0153273619447,0.0655997695393
16,24.0,-104.0,Layer23,16.0,1030,87.2131067961,9.32112916872,-82.0272426918,-2.04532290399,568.408499354,RegularSpiker,2.37529691211,0.00234113712375,5.10369319244e-21,1.9275974117e-05
17,0.0,376.0,Layer5b,17.0,24048,68.7142070027,11.9367487316,-32.1129910968,13.6184470259,233.609646987,FastSpiker,0.0168570104092,0.018127090301,0.161795542477,0.00308492286746
18,9.0,196.0,Layer5a,18.0,3887,81.8800488809,10.1388656382,-8.69700165966,5.39705953282,540.925011473,RegularSpiker,0.193423597679,0.0189966555184,1.17169144592e-22,0.208739700607
19,27.6,-176.0,Layer23,19.0,36115,70.0971895334,8.46583786838,25.3204452023,-5.48934953741,281.081126054,FastSpiker,4.21834841882,0.00354515050167,9.7629126528e-84,5.46307081634e-13
20,9.9,178.0,Layer5a,20.0,3089,103.449902881,13.9232451458,-102.115162386,12.033017764,660.852958589,RegularSpiker,0.106119561372,0.0105016722408,2.07716171588e-07,0.00138577812287
21,7.9,218.0,Layer5a,21.0,5657,94.1541894997,11.3381075235,-9.89532606895,2.61997677081,535.928013676,RegularSpiker,0.0925925925926,0.00334448160535,2.9631015612e-67,3.37036843332e-12
22,1.0,356.0,Layer5b,22.0,23876,65.9397302731,9.79893498149,-10.2700670316,12.8702072589,207.375408555,FastSpiker,0.356566771373,0.0137123745819,2.57899135755e-28,0.0222014842719
23,6.3,250.0,Layer5b,23.0,700,64.4778571429,7.81167140757,-86.4150711872,2.3439923976,547.171258719,RegularSpiker,0.749063670412,0.00421404682274,8.38253210882e-05,0.00501067129413
24,17.9,18.0,Layer4,24.0,14828,72.3945238738,6.63809445647,0.544068620283,1.24228941654,131.171192159,FastSpiker,2.80496209511,0.0028762541806,0.143942666234,4.36316355664e-11
25,6.9,238.0,Layer5b,25.0,5039,59.7054971224,7.66664267394,-33.1338683661,2.54011996235,657.105210242,RegularSpiker,0.337410375369,0.00367892976589,2.82730735598e-37,5.05750847101e-07
26,13.5,106.0,Layer5a,26.0,1626,68.8708487085,10.587949322,-28.0554159271,-0.222595710153,677.093201428,RegularSpiker,0.0,0.0115719063545,0.0111455987691,0.000764783012241
27,12.2,132.0,Layer5a,27.0,14824,73.4112756341,9.99566257248,3.16439536039,6.27041636366,527.183267533,RegularSpiker,0.234305009992,0.00267558528428,6.60971266956e-65,5.03190678579e-11
28,8.9,198.0,Layer5a,28.0,11065,85.3735427022,8.69324865972,-33.7498549196,-7.42131529683,724.564680495,RegularSpiker,4.84831565234,0.00234113712375,8.08172321015e-27,0.00918801434603
29,13.0,116.0,Layer5a,29.0,2074,106.494937319,14.8550922268,-65.8411509999,5.04847766439,673.345453081,RegularSpiker,0.0,0.0110367892977,4.18616252455e-22,0.0839177714416
30,19.5,-14.0,Layer4,30.0,1293,112.75328693,6.6661385245,28.3388876756,15.2201665604,189.885916268,FastSpiker,0.649350649351,0.00421404682274,4.7902494406e-12,6.42423518622e-08
