sourceId,activity,pVal,pVal-speed
0,0.688145660305,6.63954484547e-19,0.855849210475
1,0.526645927179,0.160568850409,0.895492708074
2,0.887183111508,0.862465766549,0.977304232828
3,0.541893563832,0.541323890243,0.739739838126
4,0.661015165181,5.88932656957e-06,0.990568745932
5,0.702398510898,0.94311466791,0.383733803065
6,0.421240314415,0.0765532479716,0.538813233349
7,0.192989682037,0.000666390323333,0.0574389437721
8,0.671278057861,0.260949863183,0.360907271071
9,0.215488092742,6.80294559221e-05,0.66565697945
10,0.297362487569,0.680132468776,0.275965620001
11,0.662128405934,0.180892951684,0.928089363171
12,0.80957268937,8.62979363224e-31,0.520346497906
13,0.17919443613,0.719066909255,0.544435924691
14,0.5048355687,0.461554476533,0.759328738226
15,0.510766387606,0.0131475972209,0.666863089826
16,0.218699295214,0.998997606256,0.704366864239
17,0.665933585554,0.100079036681,0.718510679608
18,1.63919689204,0.0223787343844,0.853705775383
19,0.469598032045,0.0154944659357,0.374579548144
20,0.410908927522,0.0333397954503,0.994373867344
21,2.46637471353,0.219971474686,0.246545480718
22,0.526548863286,0.28204755727,0.835572922385
23,0.415629153684,0.00347746505331,0.277472136667
24,1.17820525045,0.306791729603,0.971787521624
25,0.554778052099,1.75316648434e-05,0.948623020741
26,0.739059811792,0.000368276424917,0.994205482146
27,0.599179615013,0.00459934968103,0.645972241146
28,0.35054722072,0.0996474699734,0.329318521141
29,0.44953689315,0.964852150854,0.378458723511
30,1.10190449548,8.81665077926e-06,0.98462592092
31,0.243953549326,0.305280422831,0.581910355968
32,0.492132524786,0.00833940138104,0.110659810002
33,0.761271350134,0.214642635593,0.570399592768
34,0.634775797294,0.000854532766976,0.428698378223
35,1.28548689266,0.173693384524,0.92987143563
36,0.552146152304,4.56774858304e-07,0.28024919192
37,0.270346893185,4.06973665489e-06,0.833442096681
38,1.31998472736,6.4977158993e-16,0.828905736864
39,0.414291999346,0.0594581201429,0.819529864024
40,1.83946290599,0.777727305907,0.527421151449
41,1.01187495523,0.000426802889961,0.307404949877
42,0.358951141389,0.176687280499,0.872264702026
43,0.42941511437,2.2114180618e-07,0.304050406551
44,0.265473916816,0.0494958978939,0.742834120808
45,0.641048729748,0.93249659672,0.944438933405
46,0.323478081077,0.983985688922,0.623422208283
47,0.752534488237,5.86051210277e-13,0.301785184904
48,0.852202048708,3.67343130416e-06,0.595997237877
49,0.759454501681,0.0023751279112,0.0967013233722
50,0.544537255727,0.112162635172,0.64117581053
51,0.466460258812,0.00295768715806,0.938555492881
52,0.438942167136,0.450390095521,0.589654026393
53,0.845912774662,0.229454004601,0.884781455666
54,1.05864732588,0.163535686163,0.965492772459
55,0.669380076981,0.880230296696,0.726048772114
56,1.22121354522,0.0037500264359,0.931937904443
57,0.674547509997,2.97660360222e-12,0.70696972345
58,1.127556225,0.79547898842,0.221259652662
59,1.59922968892,1.63051285775e-10,0.0343453759086
60,1.52133720971,0.416195004882,0.514113246747
61,1.70966891896,3.79251445979e-10,0.0134225619734
62,0.924246826401,3.15271243251e-08,0.453689736186
63,0.885026872478,0.779554060868,0.543157550743
64,1.19477382598,0.000572634523401,0.604518083071
65,0.597190485799,2.09538399683e-06,0.725159397789
66,0.902425057323,0.76749922937,0.962373253578
67,0.896822436242,8.56130983084e-15,0.102607633199
68,0.492047291898,0.947321070816,0.99968377062
69,1.00612727836,0.000105707115298,0.289934564318
70,0.482972026824,1.40732791515e-05,0.854145392909
71,1.47424405521,0.340095410877,0.971588808264
72,0.417990108512,0.938424338451,0.559083447042
73,1.1557932475,0.000889689027772,0.209492148986
74,0.399719613103,1.71336668709e-05,0.675871594921
75,1.14749337558,0.801095056548,0.408956082323
76,0.488146092162,0.0130187327088,0.819880302692
77,1.29066933194,3.16964796149e-14,0.677824122865
78,0.90942328867,0.318074692233,0.890311806159
79,1.13812358902,0.0495111099032,0.72095146998
80,0.391439446749,0.000148667642566,0.478348534957
81,1.5120928771,0.0849079436124,0.771426857791
82,2.92370535702,5.19451026126e-13,0.8607153831
83,0.871637233456,3.27244662565e-05,0.970750022161
84,2.13653912834,0.0481089283628,0.647438672326
85,2.06074685367,0.373913133774,0.866437224299
86,1.33831017183,0.00671532826231,0.312286626466
87,1.25825607966,1.88911690504e-11,0.592111749355
88,0.835622757157,0.82969852544,0.654934570787
89,1.85415990901,3.90665551664e-09,0.625889344843
90,1.0645009751,2.09749336541e-12,0.748048686732
91,0.945002510563,0.318309063148,0.946037538545
92,0.316134108268,0.0479841071275,0.241472692733
93,0.275936220056,0.327361430375,8.35873511563e-06
94,0.441851215423,2.47185857586e-06,0.852108213012
95,0.558634323671,5.42007964745e-08,0.376585428505
96,0.413211176322,0.0874547392964,0.998719515212
97,0.813595317987,2.18909365525e-10,0.44464332205
98,0.619982920581,0.000449405721976,0.954697740621
99,0.794157097779,0.311070566325,0.829165847715
100,0.536573916491,0.0083071549784,0.874896817275
101,0.75608616432,0.258779588808,0.943064567494
102,0.675044831218,0.636521130202,0.40821330279
103,0.424996232271,0.0171799525126,0.987569896531
104,0.511442866487,0.766457624197,0.897129107696
105,2.27678169566,7.36775276013e-09,0.16124586674
106,0.823417922064,0.000502028927139,0.294758832419
107,1.044862665,0.0089853842661,0.404184342281
108,2.01608653668,2.36686219478e-05,0.784957281262
109,0.916849559776,0.460373597659,0.961112925573
110,0.41202386846,0.414469746112,0.191861851278
111,0.607730434617,0.00226899173793,0.0715920235737
112,0.624850281648,0.363571451402,0.910560213538
113,0.408039927102,0.268770462037,0.370128593974
114,0.512995540357,0.231654399701,0.221019628933
115,1.24224364574,0.803796485166,0.0103783514214
116,1.08951132249,0.000780514351408,0.635507397449
117,0.798136662027,0.00034485405335,0.621436773718
118,1.65573480784,0.843929876374,0.662889002295
119,1.15788503675,4.74444252682e-08,0.193893999392
120,0.865800865801,7.87711730238e-06,0.0319423549524
121,0.483997134864,0.187471857209,0.557316638777
122,0.620668668149,2.5505721602e-10,0.0287375225759
123,0.552152838987,0.11140132946,0.476484883695
124,0.476570976203,0.397184635284,0.869093873327
125,0.404427111791,0.00548833888392,0.999932834715
126,0.738567571657,0.0142256312156,0.0776604584787
127,0.926945182834,0.0517803962446,0.765453983005
128,1.03248171676,0.872143765228,0.94300261386
129,0.569459053062,0.754651013202,0.215119959199
130,0.339083769518,0.104137047214,0.738023307139
131,0.388370807363,2.5128331293e-05,0.549591695447
132,0.540243274985,0.0434242132254,0.313469069677
133,0.381803659784,0.29031311595,0.480574959466
134,0.716207445987,0.996377867294,0.996006098787
135,0.278337698942,0.509675507641,0.927591098995
