sourceId,activity,pVal,pVal-speed
0,1.35246915734,0.0163427836255,0.100596966811
1,1.93470824484,0.0653952059454,0.00422080940393
2,0.275235765156,0.661705188494,0.139102246632
3,0.627335272139,0.630540348266,0.298802721862
4,0.475263818121,2.31176884776e-08,0.120041649839
5,0.467721131779,0.0560017229749,0.998266684862
6,0.334982964827,0.171415443541,0.396094341031
7,1.04012266803,0.554649355385,0.000912386577822
8,0.347326168637,0.667998929444,0.425933931725
9,1.24525001325,0.346291071301,0.291123675531
10,1.09492852818,2.89638122432e-17,0.226979349402
11,0.396270115329,0.906201275918,0.470347323629
12,2.33545486226,1.8233730555e-06,1.31193954235e-05
13,0.5361405041,0.00122824546443,0.632848582541
14,1.58480135961,0.0698740236214,0.00103808852185
15,1.04724265009,0.707741490314,0.959133891701
16,0.2777610838,0.167372468033,0.958148825036
17,0.445747450535,0.0128500862808,0.511556407706
18,0.588569637947,0.739687573777,0.878305258588
19,1.34379686372,0.31270130926,0.55247907177
20,1.34844080229,0.114855334083,0.122633011284
21,1.57299852001,3.9758001441e-16,0.611370530997
22,0.450221390897,0.0416287631311,0.000703273868445
23,0.419446894799,0.18753510937,0.00914161064782
24,3.38080437093,6.14294418336e-13,0.453201575341
25,1.07538865894,8.19939110098e-06,0.0396234982549
26,1.15633684352,4.20224773002e-06,0.0775796930892
27,1.36000472865,0.115944449961,0.000435225679307
28,2.13113662897,0.00120122446405,0.547238292907
29,0.420695997268,0.022575500547,0.600625105678
30,0.68768862118,2.97343647191e-12,0.0728154716941
31,0.478897031763,0.0127888188681,0.0635870463051
32,0.466513790946,0.868007962175,0.0492329509943
33,0.612442456182,0.000778148850119,0.48294604748
34,2.48671566806,0.00021349539468,2.2530320887e-10
35,3.37226514364,3.51212994262e-34,0.942458463661
36,0.342239468972,0.0520228725594,7.11737784725e-05
37,0.501156083159,0.235849838133,0.274323502333
38,0.237418826432,1.75190854117e-11,0.987179478647
39,1.78003296246,0.978006622948,0.000136826490129
40,0.566974674484,0.712987605432,0.886431324146
41,0.465004452655,0.00879416178155,0.434062979925
42,0.276341810985,0.324389923301,0.859518143524
43,0.255562317808,0.645114677467,0.0322809811413
44,0.631306249226,0.00843493578792,0.512188791867
45,0.933789250355,0.841419087345,0.0647660525819
46,1.88730439926,0.013298867894,0.0473232099537
47,1.30838933426,0.0785526785912,0.0117557828863
48,0.306473216639,0.0223983309523,0.00249887862307
49,1.01767379655,1.50816633296e-34,0.632588825551
50,0.629139060837,0.0351679720715,0.894308952888
51,0.230449396674,0.03189042027,0.00143571141693
52,1.64575765062,1.64632995735e-25,0.0369558306173
53,0.348666362303,0.374971497845,0.758109416375
54,1.33742450614,0.340410249115,0.95492995417
55,0.574159966511,0.395997448985,0.0263591300582
56,1.69587349364,0.624868514052,0.847401891454
57,0.497348099873,0.0527977595022,0.912358367618
58,1.26632608009,4.60896256276e-06,0.713300320415
59,0.462744246112,0.661646292614,0.0470149327311
60,2.39239096553,0.22858189277,0.789209349434
61,0.903769523484,0.192092599345,0.533686429095
62,0.466883821933,0.00262644379077,0.525522754346
63,0.290402482493,0.563017818441,0.00499967133191
64,0.775148644351,0.185765850014,0.0941197767096
65,4.27018008786,8.38793120412e-39,0.900893344812
66,1.08416068143,1.34014775488e-14,0.291658579571
67,1.21847833828,0.000319620318277,0.404175258853
68,0.794949685588,0.312170782409,0.0499381874101
69,0.970139464272,0.531967852613,0.00345151746196
70,0.407538474281,2.39333526054e-16,0.0183807765748
71,3.02023057675,0.0119852056568,0.00365220124276
72,1.85035804331,0.00284510264634,0.998191224404
73,0.945083310582,0.95230767818,0.685483743685
74,0.760766165748,0.809497406312,0.00621934633121
