,channelPeak,distLayer4,layer,sourceId,numSpikes,spkAmp,waveformSNR,firingDrift,spkAmpDrift,spkWidth,cellType,rateFA,peakTimeISI,pVal,pValIpsi,pValClosed
0,0.9,290.0,Layer5b,0.0,7731,74.888048118,7.76564621721,47.4280504034,11.6961747188,640.864967403,RegularSpiker,1.16394606104,0.00555183946488,4.10851864791e-148,0.469562285789,1.51449137126e-213
1,1.9,270.0,Layer5b,1.0,5407,79.3262437581,11.8131765758,-181.256346862,18.0204317486,629.621722361,RegularSpiker,0.082355363393,0.00267558528428,0.00371134246672,0.867495015374,0.000628607875012
2,5.0,208.0,Layer5a,2.0,13176,176.681997571,16.5683289956,-123.935110686,5.91092928686,620.876976217,RegularSpiker,0.064892926671,0.00321070234114,0.00153038930525,0.885223203728,0.0349436653965
3,6.6,176.0,Layer5a,3.0,32445,121.793804901,13.9626140707,-64.1038775389,19.0421384492,597.141236684,RegularSpiker,0.540248514317,0.00254180602007,0.011663066136,0.404608009138,2.17037127679e-05
4,4.9,210.0,Layer5a,4.0,7015,116.542694227,12.3222225197,-116.139298348,7.49899976895,589.645739989,RegularSpiker,0.0161316341345,0.0111705685619,6.63958857947e-30,0.631473881215,9.45129062456e-31
5,6.1,186.0,Layer5a,5.0,28925,100.002316335,10.3668300134,-61.9050431887,12.3636478253,575.903996049,RegularSpiker,0.618829589355,0.00267558528428,1.86510307119e-89,0.165784080586,2.58535135936e-121
6,8.9,130.0,Layer5a,6.0,2082,107.425912584,10.7808071986,-69.563833737,5.63741776557,714.570684902,RegularSpiker,0.183936235438,0.00588628762542,1.37727605453e-08,0.247805987545,1.21879215559e-15
7,7.1,166.0,Layer5a,7.0,76604,72.2698684142,11.7732274315,-2.07234208725,6.21237088839,411.003068763,IntermediateSpiker,0.0013223490208,0.0194648829431,0.000499715108643,0.911198707327,3.93469301287e-08
8,11.6,76.0,Layer4,8.0,11324,52.3502075238,8.36125893963,-14.682237411,8.42143180085,798.270397994,RegularSpiker,0.0191460846257,0.0110367892977,0.000559469271758,0.843217281927,0.000355810598099
9,10.5,98.0,Layer4,9.0,22401,47.7591178965,7.67613756088,38.0883248256,10.0345682966,795.771899095,RegularSpiker,0.340389816283,0.0188628762542,3.38326003451e-08,0.872288632983,3.20676217519e-09
10,11.0,88.0,Layer4,10.0,12786,70.0973330205,10.0727412549,-53.1031832171,7.57351893511,798.270397994,RegularSpiker,0.0420132761953,0.00916387959866,1.1903978387e-05,0.774951826613,3.07063898019e-15
11,13.0,48.0,Layer4,11.0,2860,99.147027972,13.8743569481,-59.2303402119,0.199549252174,760.79291452,RegularSpiker,0.042662116041,0.0076254180602,0.017167907856,0.451023819229,0.0102618355006
12,12.3,62.0,Layer4,12.0,2817,77.6777600284,11.2675546934,-54.7724050517,12.6516263303,695.831943165,RegularSpiker,0.0,0.0179933110368,0.648639239705,0.747620466805,0.253237815077
13,12.2,64.0,Layer4,13.0,1231,71.6732331438,10.3890315238,-78.8906719561,18.2171052264,783.279404604,RegularSpiker,0.222469410456,0.0115050167224,0.000989752264481,0.662027671563,1.57444001737e-11
14,12.9,50.0,Layer4,14.0,28340,66.4152522936,8.44603953087,-18.4707279269,6.92589635368,247.351390928,FastSpiker,0.548205540531,0.00521739130435,1.58463085759e-144,0.965500425301,1.20720549749e-211
15,14.2,24.0,Layer4,15.0,22311,64.2781139348,8.53059307232,29.1834229615,3.34493227458,158.654680039,FastSpiker,1.37307277754,0.00628762541806,2.01806620643e-97,0.048692335371,1.74660930938e-157
16,17.1,-34.0,Layer4,16.0,614,185.064332248,11.7529588204,-1.76105593413,9.89323072153,162.402428387,FastSpiker,0.252525252525,0.00247491638796,9.72515793991e-21,0.539473778331,1.9965254632e-21
17,14.8,12.0,Layer4,17.0,4580,57.5960152838,6.92017991058,-0.758499209687,-0.36413095229,700.828940961,RegularSpiker,1.06100795756,0.00260869565217,1.02225474344e-45,0.636520197461,7.17086357279e-85
18,14.9,10.0,Layer4,18.0,2845,50.0433216169,7.05483130986,22.8068832415,1.84239269464,727.063179393,RegularSpiker,6.1902594447,0.00234113712375,0.0943337478711,0.370766996273,0.102017517029
19,17.2,-36.0,Layer4,19.0,23736,177.118174924,13.57178382,7.46210617405,10.2118952256,151.159183345,FastSpiker,2.45380055788,0.00367892976589,5.48960685185e-173,0.0396004016637,1.49150857391e-247
20,21.0,-112.0,Layer23,20.0,1873,203.666577683,14.8629162624,24.7174081802,-3.54389558997,789.52565185,RegularSpiker,0.332889480692,0.00608695652174,1.56417540453e-42,0.707673124803,2.86837314103e-60
21,21.0,-112.0,Layer23,21.0,861,138.68583043,11.5840915495,49.2432825292,-2.25366454873,760.79291452,RegularSpiker,0.3125,0.00334448160535,6.53540650518e-22,,5.4363442225e-39
