,label,3.0,6.0,9.0,12.0,15.0,18.0,21.0,24.0,27.0,30.0
0,meanRate,1.4396250841,0.583305707104,0.613534240811,0.640320952444,0.497691963354,0.634027228017,0.27376160033,0.32442404299,0.330728680517,0.313966678145
0,numTrials,2.0,3.0,4.0,5.0,6.0,6.0,10.0,10.0,10.0,11.0
0,stdRate,1.88906431896,1.57896211492,1.64072260054,1.42699807667,1.30596335078,1.29023257683,1.06667471577,1.01062108678,0.933581478387,0.71822537797
1,meanRate,-0.182329252671,-0.040763028434,-0.00440335942228,0.0589682577273,0.273300713971,0.304942520866,0.478997690053,0.325964130518,0.372373277885,0.293900712704
1,numTrials,2.0,3.0,4.0,5.0,6.0,6.0,10.0,10.0,10.0,11.0
1,stdRate,0.085825682584,0.247259547347,0.35394395337,0.622709624827,0.869629603065,0.670243834642,0.920893837731,0.525302992244,0.664089160676,0.618602294586
2,meanRate,0.374265392336,0.769882257993,0.771735938786,0.695406371217,0.393301770281,0.563752784351,0.565890297959,0.719068735239,0.580609682742,0.59982978742
2,numTrials,2.0,3.0,4.0,5.0,6.0,6.0,10.0,10.0,10.0,11.0
2,stdRate,0.0369015725088,0.898165167238,0.563175295823,0.340508764674,0.376113671264,0.543992169301,0.474341970894,0.457910667389,0.454855056815,0.385107590949
3,meanRate,0.189401599718,0.84710054078,0.274349786111,1.00772858963,1.09959018638,1.53115345413,0.773702185315,0.557463592072,0.541303230651,0.433994961399
3,numTrials,2.0,3.0,4.0,5.0,6.0,6.0,10.0,10.0,10.0,11.0
3,stdRate,0.0755709104011,0.705030998631,0.53552466436,0.869906487608,1.17081842037,1.39088329927,1.22098447412,0.97963604739,1.08264517458,0.77913401487
4,meanRate,-0.098094461842,-0.476530840591,-0.305041420977,-0.130165817986,0.0403900575689,-0.0414550147841,-0.146885656683,0.241892725037,0.46449536224,0.212673433583
4,numTrials,2.0,3.0,4.0,5.0,6.0,6.0,10.0,10.0,10.0,11.0
4,stdRate,0.248206660418,0.058300200053,0.311946265349,0.574710861067,0.8877698431,1.0536424114,0.545138455179,0.901673199796,1.48380039901,1.03424616699
5,meanRate,0.23703531377,0.839679138849,0.573853212527,0.684804413546,0.495820975972,0.666618901765,0.708278967902,0.476805739508,0.622873075851,0.582484167463
5,numTrials,2.0,3.0,4.0,5.0,6.0,6.0,10.0,10.0,10.0,11.0
5,stdRate,0.173641169972,0.439842800561,0.216604541585,0.458978300708,0.348493728179,0.589186097837,0.820906909504,0.460936466724,0.680692169596,0.528265890184
6,meanRate,0.277552059734,0.65200556288,0.513035693178,0.454991921638,0.314444939017,0.180431965036,0.169367855856,0.210199216146,0.189232606819,0.228192237918
6,numTrials,2.0,3.0,4.0,5.0,6.0,6.0,10.0,10.0,10.0,11.0
6,stdRate,0.193212746994,0.500451775729,0.560453809263,0.692452021506,0.410216776597,0.358165233116,0.25726760351,0.308623133381,0.272987717514,0.230109718743
7,meanRate,0.978862223262,1.3361225761,0.845939231162,1.1325162868,1.04393109392,1.40600296938,1.44395364982,1.15275794887,1.16419458022,1.44297343246
7,numTrials,2.0,3.0,4.0,5.0,6.0,6.0,10.0,10.0,10.0,11.0
7,stdRate,0.73054737958,0.68401770656,0.917381734775,0.63499346426,0.892810831308,1.7533479215,1.48758769771,1.12917829229,1.35091216913,1.28262632483
8,meanRate,-0.555435368053,-0.548713256113,-0.499355650175,-0.548669501592,-0.429070771235,-0.420137114308,-0.416744923856,-0.27980412425,-0.202569716061,-0.283620102879
8,numTrials,2.0,3.0,4.0,5.0,6.0,6.0,10.0,10.0,10.0,11.0
8,stdRate,0.324779897057,0.247851195581,0.307868539968,0.312440011103,0.468448411678,0.596196425254,0.440649078139,0.37591400553,0.55826878617,0.408989813548
9,meanRate,0.495538994041,1.30196043048,0.730498805451,1.02920170946,1.03318319524,1.19618371389,1.33913035181,1.05099101547,1.03312815155,1.08119721055
9,numTrials,2.0,3.0,4.0,5.0,6.0,6.0,10.0,10.0,10.0,11.0
9,stdRate,0.270139007648,0.915732387713,0.810568746528,1.01055184107,0.844928578548,0.749328340449,0.918624540583,0.774259512835,0.852043678611,0.89030441124
10,meanRate,-0.178201671226,-0.262365984537,-0.289426586146,-0.321532552417,-0.226462912371,-0.330610239636,-0.220840856093,-0.160879989946,-0.165148652444,-0.155831302428
10,numTrials,2.0,3.0,4.0,5.0,6.0,6.0,10.0,10.0,10.0,11.0
10,stdRate,0.162784015699,0.0849992894419,0.101967495186,0.166125538276,0.181094514221,0.144023451528,0.175460650763,0.106464472986,0.251672907862,0.210968587551
11,meanRate,0.171541414338,0.40849009557,0.178963746686,0.194540216009,0.365971014596,0.600341305727,0.549728297104,0.612362814131,0.753511307597,0.900548982128
11,numTrials,2.0,3.0,4.0,5.0,6.0,6.0,10.0,10.0,10.0,11.0
11,stdRate,0.447396157603,0.449488980362,0.303972419224,0.595753116653,0.553858445497,0.80721148388,0.912195206758,0.670741491173,0.842622376547,0.774983562543
12,meanRate,0.883947805694,1.00183943775,0.718947874075,0.805112875357,1.02468014484,1.02888548561,0.995848306756,0.852014992302,0.867520860714,0.842904583407
12,numTrials,2.0,3.0,4.0,5.0,6.0,6.0,10.0,10.0,10.0,11.0
12,stdRate,1.40870027634,0.98003502933,0.894174410497,0.837642384309,1.21277450186,0.822105451898,1.02444392278,0.730883478034,0.700316837086,0.710999847217
13,meanRate,1.55572720324,0.692347715132,1.52894416561,0.982811438882,0.653078906695,0.611013248868,0.506568665957,0.550995094738,0.613807233982,0.505267606567
