sourceId,activity,pVal
0,1.2976397606389447,0.9763441700967664
1,1.6120113377394858,0.9070814804632747
2,1.091438712047335,0.9344297984280069
3,0.9747422250103752,0.5668415545109391
4,0.3719138885644548,0.8452209158115267
5,0.8905383129357616,0.9759543836139204
6,1.0343411787158767,0.49263658315965864
7,1.410780733776992,0.9971503384487893
8,0.3614660290822222,0.8673686524709758
9,2.46759749129859,0.9637769912875853
10,0.39062677672811896,0.5308882428126507
11,1.3749130681393515,0.6883193417593354
12,0.9400404747428746,0.9998049693662391
13,0.8052406601020038,0.3090763393412809
14,1.156759731625085,0.13444397465632557
15,0.6522481323532008,0.615070196094436
16,0.6577404782573372,0.6537141909981159
17,0.6482401839276715,0.9230873232655543
18,0.8151262755411884,0.4109231745033821
19,0.4222810252518481,0.6993834999755213
20,1.8448546432433122,0.11468565655529334
21,0.34055958728578467,0.9878671375857494
22,1.0404530878586202,0.5003013142517485
23,0.559570295131669,0.7797305894071223
24,0.35126096502144877,0.3437803909248307
25,1.0480609161732524,0.35320972027057
26,1.1053146502932731,0.8628122780286605
27,0.41162465245420965,0.7231729487621906
28,0.9259600677008223,0.02678214147152074
29,0.6047200077033725,0.8507578455675038
30,0.9614376859880944,0.0576045539797772
31,1.5070213637957819,0.32847031130999044
32,1.2253781724700616,0.5668755313014922
33,0.7025688616163036,0.4889005038604999
34,1.307292193772672,0.00019666050830336474
35,0.4465224662307269,0.24058091312766564
36,0.5245313834345535,0.8582288689422679
37,1.465227381061812,6.610502714815868e-07
38,0.2985292412238081,0.07218661550490398
39,1.4850578956336284,9.891982393969427e-06
40,0.8429201253967653,0.9311952493271476
41,0.9903713029755807,0.9887426740090988
42,0.33035226764670234,0.0007501710146350808
43,0.40406889021498216,0.6490687145125502
44,0.5090344978081713,0.8439372749730809
45,1.1159106189737489,0.5670934328851466
46,0.5858810574282138,0.060635357738576146
47,0.5001090880044294,0.03046796196413973
48,0.3639468522992009,0.21446141064830124
49,0.406741880880628,0.02487810652352978
50,0.30542790575813983,0.23456691829487786
51,0.39866711831214996,0.09361088679853868
52,0.37152509438112746,0.8992399167114565
53,0.3082397830449178,0.9359427149727131
54,0.38100037062943815,0.9444318057624568
55,0.558297254863768,0.9748133566031695
56,1.0262450577241975,0.763540414233982
57,0.7950392878654526,0.5864679034521446
58,0.8789777689042919,0.9122867432412416
59,0.5602404187745936,0.2298388539481913
60,0.5563367118753925,0.32128653603998064
61,0.9245882420842739,0.0005276548696196007
62,0.3633864263586335,0.9739451067053181
63,0.38960826747997956,0.0037035497892370216
64,0.8962263714170555,0.9949163555449928
65,0.4341083874958904,0.48419718293813196
66,0.5245751526636362,0.008705773750377295
67,0.3542379098547571,0.015582676882640244
68,0.8588394948224272,0.43945370615476753
69,0.2594940857070791,0.054376589834816566
70,0.39347865638566754,0.9907895153634265
71,1.0095723710468367,0.6032204451015741
72,0.42086484325191953,0.6368122218680783
73,1.808296623719159,0.23544913757561045
74,0.3037458977200107,0.8511629544959229
75,0.5483833389927356,0.06750298716647055
76,0.4897727395014624,0.028531055525601753
77,0.32372598769073985,0.8625449731766099
78,0.3263745219002362,0.6446345974009433
79,0.6388392371286701,0.4493524673524292
80,0.5172816208165484,0.5198818782387794
81,0.19601157046384188,0.9025812752863958
82,0.35943963160028825,0.8446024445382847
83,0.4145756028796407,0.3244760822459277
84,0.600095993082658,0.3498029851913296
85,0.3174788781307744,0.7612691738616599
86,0.33847463995437965,0.8806702168171131
87,1.0424099898975547,0.25355520020972444
88,0.4427681756388534,0.8808798444817296
89,0.7078722406750283,0.005308421949784511
90,0.7533026471522404,0.9737058743195581
91,2.0754115974348344,0.8254103169454864
92,1.4035556326146665,0.26778347043249356
93,0.8187357831892463,0.09254702235963237
94,0.8514367239342524,0.5176240424468131
95,0.3798265377966775,0.243355900296828
96,0.6636871393294096,0.00012687078358792768
97,0.4949280721643209,0.011116320901991456
98,0.4188132413706345,0.43094620622934454
99,0.6035838146978214,0.914176798814442
100,1.1061219443174872,0.2631050339294072
101,0.4069025146629422,0.7024160795706393
102,1.0751531815258826,0.2614848481495991
103,0.3261868009550335,0.0003864062172101558
104,0.7881591707604012,0.30614306196834745
105,1.675872256875334,0.5498938017521615
106,2.3786654352343586,0.6412692350718109
107,0.5326171066967194,0.045473362683197474
108,0.6376949483089966,0.8981282386750413
109,0.6134233416045229,0.5831688099667256
110,1.217087976509289,0.9329123984724931
111,0.5563731517264423,0.6893522576833633
112,1.210268172791912,0.6554837367892894
113,0.5966294257259123,0.8735920262655805
114,0.364173516784809,0.8412588400629215
115,0.7475390719011217,0.9517408695652321
116,0.9966742662603516,0.9613716179333407
117,2.823395428746145,0.7404948173231223
118,0.8126851277261378,0.3340539384980515
119,0.29560232399127845,0.22377835159318404
120,1.2118348621492026,0.0031661620959562925
121,1.1461171421178267,0.05065519355322734
122,1.0574653449874098,0.0005925158948854668
123,0.7240100736592927,0.17282530717106373
124,2.081971518307401,0.3775819667557277
125,0.7619566895309091,0.39203159260874776
126,0.6462624104500279,0.4214948168679954
127,0.2916798415779428,0.9263030413238486
128,1.012918276173081,0.194565338812211
129,0.4118806133967683,0.024749464259797387
130,0.24414867833467174,0.8860758824416406
131,0.2839570734658873,0.8605170114307499
132,0.44307447632658337,0.18041521427076418
133,0.5029258184728883,0.44968538047690115
134,0.24587374771684367,0.7523803790467225
135,0.6128600051201604,0.3807388476613226
136,0.5180077524289862,0.8363733505474971
137,0.745436281600752,0.7943717043969057
138,0.6822011286879417,0.9449813440174643
139,0.32693123319088124,0.687874320930095
140,0.42324672721929624,0.6623845483495118
141,0.7129681681319374,0.07421477792561261
142,0.7716204908229309,0.8932952649194917
143,0.340092931426738,0.8459768469909015
144,0.35679582370471086,0.5851546907037477
145,0.5302820952896372,0.24799452060746682
146,0.6125712433831654,0.04086439507871746
147,0.9797240701778297,0.005571413744877277
148,0.45130907993153846,0.9001206952929964
149,0.5200660581190959,0.008571686688494538
150,0.4011507006539322,0.3061952887940327
151,0.2902695665187416,0.23509623299215027
152,0.36414606368669183,0.5328104010107892
153,0.33911544660508164,0.4671811541487182
154,0.8036041033495194,0.03502090581578308
155,0.4099423880799927,0.009865131729179912
156,0.60564305188532,0.5154596721295621
157,0.4729277027849814,0.8733602626394744
158,0.28638638714037656,0.012778902396558536
159,0.6228414124258603,0.6945647300199216
160,0.41446919806968674,0.9293129743357077
161,1.3434993490372205,0.29872402240192036
162,0.43556866566761343,0.18516469451133158
163,0.9572355215479122,0.0038187983572112063
164,0.528953546946577,0.07419496542111424
165,0.7727599161150938,0.1406111022889196
166,0.6102870028481582,0.4210633865804863
167,1.1386229478128027,1.60431618424768e-05
168,0.5366776605033303,0.39125975213547015
169,0.6271511962712341,0.7061644656278041
170,0.4683275655899333,0.9549933720915513
171,0.5665370379692793,0.3225748773830821
172,0.6028558073679992,0.06607551075528295
173,0.45742778606013,0.6578779244523134
174,0.7092438698042797,0.37582549027319406
175,0.9219336982425299,0.3063720863605001
176,0.3995483520391121,0.9171040491104785
177,1.521940598639788,0.6160177232039481
178,0.429920475454055,0.80265851311753
179,0.8867337610222643,0.1589029026833271
180,0.9122098078688636,0.000206654206783904
181,1.400721723329891,0.08049716665014096
182,0.5732545882679062,0.08140733835373494
183,0.7903609408270189,0.24653641628498688
184,0.47446569087120116,0.19450010262658432
185,0.7708918467449508,0.29859723625577017
186,0.34765025962175566,0.9863371184773417
187,1.0292038966442978,0.8256556449026888
188,0.9556480688854845,0.3101274671497896
189,0.7800630183395115,0.9462992924989322
190,0.6784087856219498,0.7182089195721051
191,0.49591370220607045,0.974776335805336
192,1.8207788806477512,0.9313128049773001
193,0.590335056121585,0.16241777576308233
194,0.5107458490381069,0.5059602552812074
195,0.4974244544915615,0.6902716540162415
196,1.020356589373668,0.38009808541888473
197,0.5654205041915146,0.8872870504540827
198,0.6832337464660092,0.0005576479848023682
199,0.810095319874869,0.6255578523355158
200,1.0590907627438209,0.8631381089286795
201,0.812598916177934,0.03437593309523346
202,0.7005446216453142,0.1485018078587517
203,0.7428033261190272,0.7186038240686301
204,0.6590870931872451,0.6948477470099553
205,0.6574032079531262,3.7143603077322253e-06
206,0.5102887233285186,0.3939084234567107
207,0.8147146007290609,0.033018367359528816
208,2.8976791967763385,0.1750461985464598
209,0.42607346633842935,0.6865728728575713
210,2.440975300523036,0.11914302235613608
211,0.5740539317466011,0.8870251479553038
212,0.7847925184063592,0.6786351569344002
213,0.34321135429572214,0.044310037326628735
214,0.2879289944978209,0.9864898267383191
215,0.3812102499142821,0.7867610731271435
216,0.34077166616321325,0.9371803029388328
217,0.30922301622694837,0.0015431281536156588
