,label,0.0,5.0,10.0,15.0,20.0,25.0
126,meanRate,0.0506180853709,-0.0736232471195,-0.049289350495,0.142440646538,0.101160443029,0.0921381804529
126,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
126,stdRate,0.0760023590698,0.042465904365,,,,
127,meanRate,0.460119673361,-0.0164651058512,-0.515364996063,-0.429074722049,-0.477273750296,-0.299272572235
127,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
127,stdRate,1.09228948491,0.42554214346,,,,
128,meanRate,0.363083636851,0.675912989787,1.30939808716,1.29473029283,0.936957976581,0.870910303389
128,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
128,stdRate,0.456423447273,0.557719341569,,,,
129,meanRate,0.0535060322779,-0.124353728411,-0.387270058619,-0.482199410508,-0.256987851892,0.236862111897
129,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
129,stdRate,0.205696675671,0.109874047732,,,,
130,meanRate,-0.0269879181968,-0.0214698340386,0.0766392578789,0.0544691361808,0.0922628585492,0.0216888120573
130,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
130,stdRate,0.06138396411,0.165443343359,,,,
131,meanRate,-0.0176847732497,0.0249093041406,-0.0164537668061,-0.058036381768,-0.0689331943453,0.0181450137453
131,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
131,stdRate,0.055754168444,0.0830488570961,,,,
132,meanRate,0.0155496787,-0.158308471919,-0.0538572052256,-0.0765658558534,-0.085430478759,0.191878301684
132,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
132,stdRate,0.0649641199312,0.182278457796,,,,
133,meanRate,0.0728516468588,0.11503008804,0.247621677895,0.119375764913,0.295335391645,0.287443267776
133,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
133,stdRate,0.0822304362566,0.0675038554755,,,,
134,meanRate,0.00696155833008,0.0107394494691,0.0472843623437,-0.195052189961,-0.000346152857146,0.0980107089804
134,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
134,stdRate,0.0198929287973,0.0801452422281,,,,
135,meanRate,0.301677625068,0.538180178532,0.694097927761,0.69419972159,0.595959837905,0.6739431382
135,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
135,stdRate,0.370098697096,0.480623586586,,,,
136,meanRate,0.0756473512978,0.218003928957,0.382315666531,0.304036527397,0.311168871064,0.121214549466
136,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
136,stdRate,0.218180362657,0.14462479739,,,,
137,meanRate,0.234317527828,0.0918033567018,-0.0120992135511,0.10889292196,0.16333938294,0.05444646098
137,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
137,stdRate,0.263146203677,0.0421495847845,,,,
138,meanRate,0.240090037494,0.277526836635,0.241156895001,0.356551203407,0.454812023834,0.420712359667
138,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
138,stdRate,0.19309505666,0.342478149729,,,,
139,meanRate,0.0391079306203,0.0366605805341,-0.00901541839722,-0.041939999706,0.00473893517315,0.223447237434
139,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
139,stdRate,0.0428302409171,0.0828221220862,,,,
140,meanRate,-0.0338479360649,0.013232590634,-0.0611858823399,0.101266785913,-0.0293290019563,-0.102197455939
140,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
140,stdRate,0.0533099610786,0.0188158664478,,,,
141,meanRate,0.275438779892,0.398526329573,0.357201662986,0.40936565388,0.554996721842,0.758492739937
141,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
141,stdRate,0.256277308931,0.225506169842,,,,
142,meanRate,0.257180060564,0.239724531488,1.31502764416,0.672440510805,1.16595123886,0.574572003859
142,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
142,stdRate,0.341552990802,0.562598115577,,,,
143,meanRate,0.0527689191387,-0.0383275757496,-0.0186760535473,-0.225561518452,-0.121885056342,0.029885157522
143,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
143,stdRate,0.1131490355,0.110724224887,,,,
144,meanRate,0.0153242169945,0.165946539336,0.234849488059,0.270498487312,0.0651115174968,0.282030620467
144,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
144,stdRate,0.0843822131433,0.14494923866,,,,
145,meanRate,0.36868324789,0.378391801294,0.471843083789,0.459528530916,0.558182781844,0.45876701605
145,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
145,stdRate,0.151655434547,0.164650389994,,,,
146,meanRate,0.292203751666,0.1350646185,0.177224105092,-0.216003635705,0.289898443835,-0.190725982517
146,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
146,stdRate,0.358732009116,0.395272740977,,,,
147,meanRate,0.199202304508,0.357257934773,0.178767517057,0.00580986825896,0.166402535658,0.107589026345
147,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
147,stdRate,0.436776277711,0.657741582049,,,,
148,meanRate,0.0975793127311,0.0890354030945,-0.0782485311466,-0.115045618621,-0.0606393332439,0.0218818380744
148,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
148,stdRate,0.0892769251631,0.15088523464,,,,
149,meanRate,0.0397410463392,0.133277970775,0.299705763924,0.385399557276,0.358460318498,0.323019766402
149,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
149,stdRate,0.142416698429,0.188159443521,,,,
150,meanRate,0.232128287421,0.36504839742,-0.00823627038529,0.0485960620914,0.124326863159,0.0305698723506
150,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
150,stdRate,0.148180145546,0.227338125269,,,,
151,meanRate,0.0552832761337,-0.0145888000925,0.00559166738791,0.0602612344883,0.0713970637025,0.135637284484
151,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
151,stdRate,0.0577217562434,0.0389377553053,,,,
152,meanRate,0.0428792123007,0.0102888612859,-0.0282531927289,0.0560338695587,-0.0622762543003,0.0200525948189
152,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
152,stdRate,0.00629337546083,0.0521491594754,,,,
153,meanRate,0.0136951328721,-0.0276325766202,0.0760314712404,0.110517556141,-0.129950219296,-0.0459470407472
153,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
153,stdRate,0.0320880316628,0.0393749082902,,,,
154,meanRate,0.326846721931,0.55175822568,0.782962697051,0.763287026193,0.821783113671,0.728629437075
154,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
154,stdRate,0.357792364689,0.290665292584,,,,
155,meanRate,0.0758425264495,-0.0243183810615,0.00894383218518,-0.161377642797,0.0292023436864,-0.128697904235
155,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
155,stdRate,0.0957646665521,0.0454574343144,,,,
156,meanRate,0.0172290814899,-0.123172226532,0.0248661020115,0.0900732662254,0.165251356671,0.101008980928
156,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
156,stdRate,0.240167485421,0.141412564794,,,,
157,meanRate,0.0908384803424,0.113113483675,0.0640545044125,0.0569065720627,-0.027657139752,0.347146381028
157,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
157,stdRate,0.0403416295623,0.051413425151,,,,
158,meanRate,0.0547955472633,0.0831169638708,0.0914507431411,0.158845249859,0.211936348997,0.0920022425487
158,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
158,stdRate,0.0818709459101,0.122169332156,,,,
159,meanRate,0.243549083106,0.239416340883,0.536627987158,0.549574377145,0.603456302451,0.308599480499
159,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
159,stdRate,0.308353607492,0.301952519762,,,,
160,meanRate,-0.0458624072176,-0.0204318372321,-0.110680157651,-0.18251095544,-0.145648093769,0.103963608098
160,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
160,stdRate,0.0706615273881,0.193496000547,,,,
161,meanRate,0.13690687791,0.258720048579,0.0405408589137,-0.014648926148,0.124589682447,-0.102835806646
161,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
161,stdRate,0.204539532601,0.507477762673,,,,
162,meanRate,0.0641471772227,0.222245909794,0.646342375218,0.68526550932,0.716462660977,0.67483595195
162,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
162,stdRate,0.20051562685,0.228887224757,,,,
163,meanRate,0.0225597961011,0.0539751704717,-0.144492860242,-0.0742356506037,0.178669725951,0.0
163,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
163,stdRate,0.0519045728147,0.124863000246,,,,
164,meanRate,0.232837113063,0.224796906757,0.131504882945,0.409534422574,0.180909596431,0.474703082765
164,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
164,stdRate,0.3289846997,0.101960704231,,,,
165,meanRate,0.296245029103,0.466211621979,0.154575451127,0.186406495556,0.0504684820173,-0.130116527528
165,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
165,stdRate,0.499186976498,0.7072221285,,,,
166,meanRate,-0.0303899178425,0.0415527618565,0.0794027951381,-0.130984661217,0.211412437952,0.179624696998
166,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
166,stdRate,0.140144251416,0.231239468738,,,,
167,meanRate,-0.0125083577775,-0.0735112240825,-0.114232110053,-0.0377688117736,0.0929164718581,0.273597811218
167,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
167,stdRate,0.0377422813881,0.0994238244878,,,,
168,meanRate,0.181218518966,0.198804751095,-0.0123982736452,-0.273635738584,0.00469673400198,0.0630141813697
168,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
168,stdRate,0.197067000986,0.17263319086,,,,
169,meanRate,0.103735353814,0.133580797852,0.118940945759,-0.105927263408,0.16356387335,-0.372238847962
169,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
169,stdRate,0.141557489287,0.111713535927,,,,
170,meanRate,0.107999010127,0.177374253417,0.0130422037575,-0.040201372589,-0.0642218483502,-0.194054129168
170,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
170,stdRate,0.0558014319199,0.140703942152,,,,
171,meanRate,0.116032608287,0.153235501155,-0.0610184877062,0.0272324004506,0.604463121773,0.340343946439
171,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
171,stdRate,0.054726716671,0.204186548181,,,,
172,meanRate,0.148047213298,0.274528329926,0.526121616165,0.443107742098,0.406014555355,0.445447734118
172,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
172,stdRate,0.182943158178,0.235553754794,,,,
173,meanRate,0.0693320732343,0.0202395584742,0.257274141498,0.225130417198,0.0872213070712,0.104844235629
173,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
173,stdRate,0.0364489090142,0.0889734041984,,,,
174,meanRate,0.307713707842,0.649362529951,-0.0676493431167,0.137494303717,0.00602466555401,-0.135915763567
174,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
174,stdRate,0.443372499509,0.800728673797,,,,
175,meanRate,0.271157617982,0.60281354129,1.22998890474,0.9272467903,1.11982881598,1.15549215407
175,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
175,stdRate,0.340592644239,0.314692042937,,,,
176,meanRate,0.0429875609185,0.00931283119523,0.00926111778459,0.0784095184129,-0.0183925970675,-0.247232720013
176,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
176,stdRate,0.021797684828,0.104428778402,,,,
177,meanRate,0.358198581998,0.492169426665,0.391480096633,0.635870644833,0.0470869284776,0.0389105058366
177,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
177,stdRate,0.509827377817,0.776334699533,,,,
178,meanRate,0.104655051796,0.170647452977,0.239234369106,0.355121013058,-0.0656559585758,0.105170902717
178,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
178,stdRate,0.0693019220084,0.121786275054,,,,
179,meanRate,0.154770940345,0.00239384682663,-0.198182214897,-0.140139579104,0.0597044565396,-0.093108091464
179,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
179,stdRate,0.296581415859,0.194060576237,,,,
180,meanRate,0.222076894327,0.310553533301,0.166127146817,0.274729095165,-0.297401859396,0.237414151912
180,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
180,stdRate,0.202811191487,0.404544329836,,,,
181,meanRate,0.253145418721,0.577220083048,1.20445032809,0.960350894435,1.24391883742,1.07624106346
181,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
181,stdRate,0.28101610569,0.707213984297,,,,
182,meanRate,0.0213418917049,-0.0920276385374,-0.0975827198485,-0.14693367182,-0.0678762491013,-0.0924598112774
182,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
182,stdRate,0.102275125593,0.144521677912,,,,
183,meanRate,0.397893604218,0.15876768477,0.305678726731,0.213445702168,0.0248560962847,0.156985871272
183,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
183,stdRate,0.480249032927,0.0333712290596,,,,
184,meanRate,0.0849353785308,0.0756607424989,-0.0292742798563,-0.0289418660716,-0.041665850214,0.118930471575
184,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
184,stdRate,0.148207885745,0.123084319331,,,,
185,meanRate,0.0373598867397,0.265290772099,-0.0615596633688,-0.0346144780716,0.0375054562546,-0.105193912089
185,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
185,stdRate,0.032653361266,0.400599540945,,,,
186,meanRate,0.0332768392995,0.148789852376,-6.90273021784e-05,0.132372891927,0.17523000018,-0.00595354912338
186,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
186,stdRate,0.0284938703135,0.073900402238,,,,
187,meanRate,0.223499070229,0.19294760276,-0.138648384646,-0.202159466953,-0.525226987973,-0.351762708964
187,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
187,stdRate,0.371384417512,0.452751847162,,,,
188,meanRate,0.217295808566,0.0680692886943,-0.102203479687,-0.0512405705141,0.0358772838425,-0.283670889778
188,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
188,stdRate,0.332205777725,0.255093153155,,,,
189,meanRate,0.100493799297,0.0834372855779,-0.20268713113,-0.23319146142,-0.0811020511949,-0.0810028831025
189,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
189,stdRate,0.266469220004,0.234803428776,,,,
190,meanRate,0.157253866123,0.233217301604,0.101829456255,0.0937633138874,0.384471520442,0.460094400703
190,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
190,stdRate,0.126939176147,0.132547841947,,,,
191,meanRate,0.145807110491,0.407450558618,0.829821920026,1.08153261019,0.481279981793,0.450822100267
191,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
191,stdRate,0.135848778855,0.254523728539,,,,
192,meanRate,0.118707894569,0.141008069218,-0.127131357889,-0.112861090535,0.196666057143,0.387604585211
192,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
192,stdRate,0.237584653467,0.114479953845,,,,
193,meanRate,0.109475368267,-0.0429624942338,-0.2069922575,-0.0119987902046,-0.136234197874,-0.500660264006
193,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
193,stdRate,0.068332590972,0.0951556297761,,,,
194,meanRate,0.0264513906722,0.0320117095621,-0.0099616380616,0.175000121444,-0.021981278266,0.463039877196
194,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
194,stdRate,0.0299124668225,0.0495621437874,,,,
195,meanRate,0.0645362772462,0.194427050839,0.492614306791,0.461229179289,0.196376658076,0.289327153194
195,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
195,stdRate,0.0378628024394,0.0664481603075,,,,
196,meanRate,0.0684198331172,0.143251114605,0.544035116484,0.498269776754,0.63681707959,0.532960537103
196,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
196,stdRate,0.0468545071544,0.267726738741,,,,
197,meanRate,0.725324115078,0.615464685855,0.405169508301,0.39473226686,0.352259455391,0.224278534918
197,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
197,stdRate,0.794450008625,0.428659887681,,,,
198,meanRate,-0.0564124548136,-0.137045776505,-0.0513562604859,0.142907617284,-0.0684324863232,-0.29629204888
198,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
198,stdRate,0.159671764855,0.0193793982942,,,,
199,meanRate,0.231608203203,0.377097753344,0.111435228683,0.28667188097,0.0197094091932,0.26909410505
199,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
199,stdRate,0.434099607756,0.606222754585,,,,
200,meanRate,0.150179862091,0.243289575254,1.26491801544,0.910490627472,1.13862203485,0.542846391903
200,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
200,stdRate,0.144263996686,0.499930537141,,,,
201,meanRate,0.0203742862646,0.129023459002,0.204141149023,-0.170603674541,-0.0984251968504,-0.656167979003
201,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
201,stdRate,0.0250243904742,0.161637581058,,,,
202,meanRate,0.0950198100888,0.247730487943,0.0705411688698,0.135728897396,0.0794410350521,0.230479310141
202,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
202,stdRate,0.203182653583,0.115116865633,,,,
203,meanRate,0.221578888827,0.198996297186,0.197289630343,0.244251187244,0.46566538854,0.561020917117
203,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
203,stdRate,0.221500577563,0.224655675306,,,,
204,meanRate,0.0639370445368,0.241522482052,0.167502333509,0.554798748237,0.413351303107,0.462904257146
204,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
204,stdRate,0.0590815576849,0.214233428612,,,,
205,meanRate,0.119800943051,0.185935285045,0.146394811029,-0.0349774002859,0.20317016236,0.752714973184
205,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
205,stdRate,0.0712131069067,0.0550652393249,,,,
206,meanRate,0.0785685452548,0.049479635439,0.045503400405,0.111615550922,-0.144448531657,-0.20254773878
206,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
206,stdRate,0.0758210214296,0.0671795813032,,,,
207,meanRate,0.138703183441,-0.0366501178736,0.199216435523,-0.186512824707,0.457798981067,0.245180341623
207,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
207,stdRate,0.30230780203,0.14778185631,,,,
208,meanRate,0.0267593900176,0.196794967125,-0.0210302461836,0.0820007606852,-0.142785336732,0.127531156141
208,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
208,stdRate,0.0296136091327,0.455594511858,,,,
209,meanRate,0.124189035269,-0.00539720482071,0.0412831651348,-0.111675534766,0.0896858442475,0.385748398348
209,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
209,stdRate,0.116061165205,0.0477091577997,,,,
210,meanRate,0.659839017806,0.920400974199,0.137692651804,0.342775606652,-0.266730423691,-0.260841689413
210,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
210,stdRate,0.989067831574,1.29846209788,,,,
211,meanRate,0.0409800331613,0.00115756338049,0.187557027238,0.454488779039,0.266990061412,0.104136580223
211,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
211,stdRate,0.0495669465024,0.111157262037,,,,
212,meanRate,0.0392053221581,0.0795634888364,-0.0571488118293,-0.120636730885,-0.162638653865,0.127992930149
212,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
212,stdRate,0.040774479673,0.0704291525376,,,,
213,meanRate,0.15567453332,0.0989953382665,0.172176581583,0.0084057383338,0.0583795166207,0.327552642169
213,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
213,stdRate,0.0360142480763,0.158960444316,,,,
214,meanRate,0.00853688604434,0.0256303914002,0.0976235035386,-0.118173156131,0.0693455872025,0.281102544538
214,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
214,stdRate,0.00455488831713,0.0257631503883,,,,
215,meanRate,0.0318528454376,0.07737965355,0.105006453604,-0.0885725057375,-0.105510418967,-0.116896918172
215,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
215,stdRate,0.043397246526,0.111705324838,,,,
216,meanRate,-0.104823107991,-0.08304281455,-0.144223329465,-0.407111217074,-0.264889429973,-0.158052890731
216,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
216,stdRate,0.264323365481,0.147234364524,,,,
217,meanRate,0.115223607422,-0.0328996697001,-0.186622382538,-0.35003555623,0.0567062979446,0.00112782905945
217,numTrials,4.0,3.0,1.0,1.0,1.0,1.0
217,stdRate,0.114388942178,0.0699303307553,,,,
