,channelPeak,distLayer4,layer,sourceId,numSpikes,spkAmp,waveformSNR,firingDrift,spkAmpDrift,spkWidth,cellType,rateFA,peakTimeISI,pVal,pValClosed
0,14.9,128.0,Layer5a,0.0,19515,309.441506533,21.7993072696,-108.825347857,1.97255485923,579.651744396,RegularSpiker,1.16461249217,0.00234113712375,2.46579756822e-67,1.46063360965e-24
1,19.0,46.0,Layer4,1.0,1568,191.997130102,16.0754205848,-50.0805778726,3.38519161495,563.411501557,RegularSpiker,1.04244229337,0.00254180602007,0.056054676437,0.0374726749199
2,16.3,100.0,Layer5a,2.0,2966,152.801247471,12.1479005711,-63.5682926111,9.82478052978,649.609713547,RegularSpiker,1.42268813179,0.00267558528428,0.0340260632686,0.0489216476191
3,16.3,100.0,Layer5a,3.0,13491,125.404788377,10.7228726304,-54.5568520074,-3.41745615362,580.900993845,RegularSpiker,0.662806643303,0.0028762541806,1.39110333898e-66,6.44575812284e-46
4,14.4,138.0,Layer5a,4.0,36388,112.773599813,10.3651699343,-0.305055061865,-0.375349022557,680.840949775,RegularSpiker,0.241633106513,0.00321070234114,2.00494684987e-110,8.96673155922e-47
5,10.0,226.0,Layer5a,5.0,1877,160.369872136,20.9904972891,283.015331372,9.93792380011,151.159183345,FastSpiker,0.0,0.0127759197324,6.48128698544e-19,3.10085449262e-26
6,9.9,228.0,Layer5a,6.0,850,94.4694117647,10.5326776074,-51.6975763678,0.272131503532,787.027152951,RegularSpiker,0.807537012113,0.00301003344482,7.2585014006e-24,1.72846315911e-11
7,16.6,94.0,Layer4,7.0,9215,85.7567010309,6.69861108918,-80.7500674345,-10.0719044159,787.027152951,RegularSpiker,0.802622654307,0.00354515050167,5.98809839958e-37,6.10518173867e-09
8,22.0,-14.0,Layer4,8.0,2045,143.24596577,15.1131722142,-9.27744716212,-13.242834856,787.027152951,RegularSpiker,0.0,0.018127090301,1.74965621748e-14,1.01562648496e-05
9,0.9,408.0,Layer6,9.0,3111,76.806171649,10.9759173406,-31.6382964031,0.53752821408,795.771899095,RegularSpiker,0.0348189415042,0.00963210702341,2.41533139043e-95,1.16820920775e-37
10,22.0,-14.0,Layer4,10.0,14021,59.2047821125,7.82427269257,-72.8879247114,-4.16527330268,795.771899095,RegularSpiker,0.710622710623,0.0132441471572,3.48702082624e-09,0.15361502563
11,21.0,6.0,Layer4,11.0,17586,82.9894376208,11.7692369701,-27.4417224575,-19.7843127545,391.015077577,IntermediateSpiker,0.0581530588509,0.0028762541806,2.06751836583e-06,0.00191618001322
12,26.0,-94.0,Layer23,12.0,16292,64.084796219,7.40502294895,-50.3196378602,-15.0002363883,234.858896436,FastSpiker,4.26281043697,0.00180602006689,1.07524051794e-111,4.12077408483e-36
