,label,0.0,3.0,6.0,9.0,12.0,15.0,18.0,21.0,24.0,27.0,30.0
0.0,meanRate,7.86861005492,17.3351606929,11.4504674577,13.1507270798,13.862448268,13.6532064471,6.04398936615,4.32456032704,4.69694314942,3.45859094078,2.89035793165
0.0,numTrials,9.0,18.0,18.0,28.0,35.0,41.0,41.0,41.0,41.0,41.0,58.0
0.0,stdRate,3.84739684556,12.4674636062,7.39695437926,8.83248665168,7.65148465618,10.9901739265,5.35944786295,4.73236869153,3.96696702679,3.46335651489,3.33754342301
1.0,meanRate,6.44275454161,7.70664128167,9.87279755484,8.61910628723,5.91453617889,8.21511993948,7.58266064171,6.61225422352,4.34869376441,5.48706612165,6.01620462899
1.0,numTrials,9.0,18.0,18.0,28.0,35.0,41.0,41.0,41.0,41.0,41.0,58.0
1.0,stdRate,2.41310934913,5.23480239188,6.74259826414,6.95437423843,5.50719434322,5.48570948719,5.8557119918,5.96392911383,4.61366025286,4.81182801718,6.19849237132
2.0,meanRate,1.7955217575,1.52776933862,3.39356346638,2.46325250034,2.94465659914,0.651414620667,0.543140866287,2.40831185953,0.520101391795,0.721991423211,0.400977935581
2.0,numTrials,9.0,18.0,18.0,28.0,35.0,41.0,41.0,41.0,41.0,41.0,58.0
2.0,stdRate,2.43253367123,3.56855984651,6.83737759175,3.73146066555,5.09371595362,2.54595973046,2.12488656785,6.1753920069,1.74624243829,2.48537764396,2.03045932072
3.0,meanRate,8.02703844529,15.3727745934,19.9703344121,24.5399364742,27.3959005009,26.8118066009,20.6813731359,14.0805654651,11.2838933299,13.187648312,12.0627085025
3.0,numTrials,9.0,18.0,18.0,28.0,35.0,41.0,41.0,41.0,41.0,41.0,58.0
3.0,stdRate,3.39791042293,6.02886603785,7.75112252549,10.5702788972,9.37101654236,7.69655842148,7.25647550222,4.85482872008,5.48679367003,4.30531874999,6.3365928107
4.0,meanRate,1.42585551331,1.99164185554,5.04989212513,5.88662235041,6.99051918388,7.6788688367,4.17252008501,1.83473406694,2.00503556329,1.292891706,1.67606136345
4.0,numTrials,9.0,18.0,18.0,28.0,35.0,41.0,41.0,41.0,41.0,41.0,58.0
4.0,stdRate,1.08901513663,2.46534493958,4.55870854786,4.38245099309,4.52116313459,6.06895657437,4.62672478952,2.48064992819,3.13446559049,2.03969319609,3.23704616866
5.0,meanRate,0.0,2.75538587217,3.97114347357,4.51788143581,2.93938844169,0.96299589468,0.969477716911,0.134849906191,0.359269437765,0.403608736942,0.741314694695
5.0,numTrials,9.0,18.0,18.0,28.0,35.0,41.0,41.0,41.0,41.0,41.0,58.0
5.0,stdRate,0.0,3.99006575061,4.40608191837,5.86213323565,2.89393904355,1.90152265924,2.64502975355,0.608246186716,1.10977538738,1.14357819775,2.04589708766
6.0,meanRate,12.6742712294,20.840787925,24.5977166487,17.4081960997,16.8453488328,16.1624191844,6.38161653502,2.46372665831,3.79155393096,2.85923009448,2.44169226247
6.0,numTrials,9.0,18.0,18.0,28.0,35.0,41.0,41.0,41.0,41.0,41.0,58.0
6.0,stdRate,9.14538089586,13.7072443875,10.5861595506,9.56271194195,11.439258236,11.5782945964,4.99766478834,4.05922811082,6.60394891468,4.48629765619,5.41469045162
7.0,meanRate,3.01013941698,2.03243113082,3.12387630349,2.15068959043,2.08896383317,3.03577457836,2.39674035365,1.77639564426,1.26523217845,0.976477331142,1.40284484374
7.0,numTrials,9.0,18.0,18.0,28.0,35.0,41.0,41.0,41.0,41.0,41.0,58.0
7.0,stdRate,2.43511187404,2.73000001901,4.2820178241,2.85441681415,3.1679734219,3.42879358268,4.00044143886,2.45406277657,2.29119047208,1.78089258327,2.73648708043
8.0,meanRate,14.9978876215,13.4759326397,18.8893383675,17.2038582166,20.7230592394,18.617914778,11.8960280202,7.66546202412,5.82519006992,7.1328435291,4.76434374081
8.0,numTrials,9.0,18.0,18.0,28.0,35.0,41.0,41.0,41.0,41.0,41.0,58.0
8.0,stdRate,11.1035585982,12.2721585098,11.1865258868,10.0371567641,10.7207401159,15.0466114945,14.2669951021,11.140595398,8.62499489444,11.3938077115,8.08884846283
9.0,meanRate,7.92141951838,13.3394995465,9.21431139878,9.03199543617,12.0118452823,6.8978712375,2.72926516966,1.77277248719,2.04917250659,2.6934068936,1.46473492778
9.0,numTrials,9.0,18.0,18.0,28.0,35.0,41.0,41.0,41.0,41.0,41.0,58.0
9.0,stdRate,3.14371591144,10.0951841674,8.17773336378,7.30769301011,9.22515618667,6.96351823157,4.43394062473,3.47263979493,3.48005432515,4.22153377511,4.2013965354
10.0,meanRate,8.39670468948,23.3497503134,29.8408845739,22.2476160695,24.1302276927,20.812512041,4.53588327313,0.319203206901,0.189301114054,0.301424335977,0.460966099616
10.0,numTrials,9.0,18.0,18.0,28.0,35.0,41.0,41.0,41.0,41.0,41.0,58.0
10.0,stdRate,6.81748492765,11.4815740171,8.33997275518,7.49715077323,7.65245183532,9.31911805828,5.29486615064,1.04541097793,0.873873276518,0.965500707543,1.89422354704
11.0,meanRate,1.42585551331,1.36433093211,1.4270945703,1.18088369729,1.52378536537,1.18998333733,0.977559880025,2.368920187,1.58702121489,1.67006042614,2.88561450438
11.0,numTrials,9.0,18.0,18.0,28.0,35.0,41.0,41.0,41.0,41.0,41.0,58.0
11.0,stdRate,1.55832664551,2.29482590811,3.53637037043,2.51867008015,2.50357691881,2.41883898099,1.68501965536,2.91420499336,1.9348129917,2.26657691759,4.00397185368
