,channelPeak,distLayer4,layer,sourceId,numSpikes,spkAmp,waveformSNR,firingDrift,spkAmpDrift,spkWidth,cellType,rateFA,peakTimeISI,pVal,pValClosed
0,0.8,394.0,Layer5b,0.0,22021,37.119987739,7.99017806672,-28.2977632735,-7.79672966575,309.813863384,FastSpiker,0.394862036156,0.00862876254181,1.06173991847e-27,5.436156565e-56
1,4.1,328.0,Layer5b,1.0,25485,37.4095055915,7.8037887788,-1.53337563579,15.9594440853,799.519647443,RegularSpiker,0.306322496324,0.00441471571906,0.00979222467002,1.84315947146e-05
2,4.8,314.0,Layer5b,2.0,3065,93.3584013051,9.79431343503,-97.9771615008,13.7697142467,755.795916723,RegularSpiker,0.51376146789,0.00508361204013,0.00181624680236,6.98823113685e-09
3,7.1,268.0,Layer5b,3.0,52265,85.7158375586,13.5766859913,-11.8077687369,1.93356111519,692.084194818,RegularSpiker,0.00975343320849,0.0164548494983,2.33198867384e-41,1.08663215013e-71
4,7.9,252.0,Layer5b,4.0,9533,83.080168887,11.000033088,-63.6013229216,0.0172655034891,678.342450877,RegularSpiker,0.116468669928,0.0155852842809,2.97819999301e-20,4.16300320697e-27
5,9.2,226.0,Layer5b,5.0,8453,153.2648468,15.3855477427,-39.2242354741,21.7036950018,788.276402401,RegularSpiker,0.0131302521008,0.0117056856187,9.56197769908e-15,9.23326602682e-30
6,11.0,190.0,Layer5a,6.0,18579,109.22992357,15.3979186814,-19.2860711511,-8.8092244206,289.825872198,FastSpiker,0.045072961857,0.0111705685619,1.26806800238e-42,1.59867509276e-98
7,12.7,156.0,Layer5a,7.0,8868,41.3075947226,10.4107485344,0.644047294927,4.02000268658,789.52565185,RegularSpiker,0.0757480116147,0.0173244147157,0.0394502302846,0.000468823319939
8,15.0,110.0,Layer5a,8.0,20817,55.4179636835,7.3013891351,83.4351861589,-53.9903327932,785.777903502,RegularSpiker,0.304847576212,0.00321070234114,2.43270222031e-14,5.25175576352e-31
9,15.4,102.0,Layer5a,9.0,13008,51.3058118081,9.54319457306,0.924356090408,-6.48838615542,242.354393131,FastSpiker,2.76440312137,0.00301003344482,6.80337605563e-25,1.79587170756e-45
10,13.0,150.0,Layer5a,10.0,18495,53.0068126521,9.74348519285,0.0487592215086,25.2006601334,322.306357875,FastSpiker,0.152784065188,0.0105016722408,2.19955536946e-113,1.80660377522e-166
11,12.8,154.0,Layer5a,11.0,7806,64.7201511658,13.8203170528,-59.8813648391,-0.573484902085,797.021148544,RegularSpiker,0.0,0.0133110367893,0.0364508006314,0.000399334960017
12,16.2,86.0,Layer5a,12.0,1572,57.9449745547,10.6455887696,-117.218936494,-1.08077661273,782.030155155,RegularSpiker,0.0,0.0130434782609,0.150616013299,2.95724593131e-06
13,21.0,-10.0,Layer4,13.0,110950,58.8448693105,10.0239670694,29.1172118491,-13.1640289668,274.834878808,FastSpiker,3.73890424913,0.00301003344482,4.65064022454e-50,9.59972172379e-81
14,20.9,-8.0,Layer4,14.0,8262,65.0164609053,7.65073245191,115.954262178,-33.2646394298,793.273400197,RegularSpiker,23.2225063939,0.00234113712375,1.39602546461e-11,8.61865257415e-27
15,27.4,-138.0,Layer23,15.0,15151,64.6420863309,11.8415987008,-181.28095094,-6.65776127504,214.87090525,FastSpiker,3.13324996526,0.0028762541806,5.61049135793e-11,7.61828046372e-28
16,11.8,174.0,Layer5a,16.0,12491,191.403850773,17.5705755367,-19.9501959729,-40.4504448158,788.276402401,RegularSpiker,0.00860585197935,0.00488294314381,0.00429277704995,4.81067189455e-06
