,label,0.0,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,60.0,65.0
0,meanRate,0.0378342219699,0.236706698681,0.156180337626,0.22101552249,0.292339574231,0.310309520835,0.596506101781,0.334662633001,0.521043243518,0.436311222911,0.361441326157,0.360210972746,0.0837089383708
0,numTrials,21.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0
0,stdRate,0.21485356881,0.232412556291,0.228718347716,0.242359323732,0.322300946704,0.249699217142,0.502053168961,0.479918282518,0.349608072214,0.603554051781,0.596039103308,0.671906481721,
1,meanRate,-0.01224906913,-0.209670119413,-0.183038941825,-0.108543577325,-0.310310428305,-0.130950531379,-0.100142031589,-0.358654160982,-0.128203927335,-0.414235813352,-0.332129241693,-0.233594818632,-0.482478931463
1,numTrials,21.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0
1,stdRate,0.163455387177,0.244146369272,0.261710359004,0.248640366982,0.37664791384,0.340067171484,0.272448152281,0.154527989893,0.0577945913393,0.310654509175,0.132749123763,0.73414028805,
2,meanRate,0.179212307488,0.622653070869,0.882607749832,0.888035412587,1.54733908096,1.54394092162,1.5727092768,1.45250785563,2.07515001625,1.75610522236,1.11119212475,1.99485697627,-0.349453751392
2,numTrials,21.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0
2,stdRate,0.374993721272,0.619527962491,0.766176347325,0.775186900478,1.09992919113,0.72766687897,1.22921832434,1.2795282977,1.11223452147,2.15002810732,1.17738130852,2.78368449681,
3,meanRate,0.153303832145,-0.0954357844452,-0.133600423933,0.243897028595,0.0872551278489,-0.0145497791127,0.0952022837699,-0.0485088697831,0.1095795903,-0.0244651771733,0.00971317324936,-0.0653885946313,0.870275678638
3,numTrials,21.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0
3,stdRate,0.206484567513,0.181818498502,0.0531085846188,0.325543442794,0.184048837003,0.39027739004,0.298564413328,0.30074451128,0.189716082597,0.147290755511,0.248296067064,0.241685103369,
4,meanRate,0.434454117213,0.500241004089,0.439037384316,0.645816582044,0.308829215488,0.434617510788,0.517470454372,0.653879612724,0.563876303459,0.745460185241,0.37362378415,0.804637668031,1.0556621881
4,numTrials,21.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0
4,stdRate,0.700352064267,0.570789133661,0.489053732852,0.732421732642,0.369930928577,0.393335916532,0.338349652744,0.432286361672,0.376274837835,0.0761204974396,0.666652161496,0.32785806652,
5,meanRate,0.237135775594,0.00726828383014,0.00144680819535,-0.15050598621,0.00130149824038,-0.0251378274449,-0.190106324595,-0.0764987189283,-0.196273670175,-0.0970242445493,-0.108822473354,-0.551302575059,-0.464955363776
5,numTrials,21.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0
5,stdRate,0.495833529478,0.139646156578,0.134572366596,0.0691281118536,0.316024906576,0.220293227954,0.020983611479,0.183358605741,0.262921782383,0.167678671045,0.173569172279,0.0517542148955,
6,meanRate,0.0564734914173,0.0441377473842,0.127835880427,0.279345759353,0.077291440665,0.04227615911,0.194585297678,0.0981790072543,0.471648312606,0.102035588464,0.388279674212,0.493711381438,0.332169884829
6,numTrials,21.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0
6,stdRate,0.06039209551,0.078155609136,0.159715006453,0.155550276771,0.0916180566412,0.516290084341,0.385057586648,0.108149727431,0.191907429055,0.00811799358103,0.143918335656,0.172057517419,
7,meanRate,0.135821035155,0.126939296929,0.23052976953,0.241460619632,0.390034421444,0.152403174712,0.478498349368,0.044734863865,0.19351421847,-0.0312884812101,0.546443886126,0.444439225451,-0.192061459667
7,numTrials,21.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0
7,stdRate,0.216690019798,0.175060937091,0.182534194179,0.424758854793,0.769821866695,0.49284338212,0.907226417198,0.157055285422,0.638202701436,0.160726557782,0.71303971986,0.17812799823,
8,meanRate,0.109285491144,-0.0443641016167,-0.00490401407684,-0.0217289590338,0.16538436815,0.018261865186,0.0365085721806,0.0235094524442,0.0666486130114,0.106452957318,0.202314231918,0.433458650441,-0.0328078516418
8,numTrials,21.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0
8,stdRate,0.191421250508,0.118423605227,0.206053405318,0.193483566382,0.454015348493,0.243824796004,0.353131481159,0.198797314197,0.407350779159,0.305650707352,0.491359333329,0.719287419605,
9,meanRate,0.0732380281572,0.193401981861,0.143962743785,-0.0456522074667,0.0127066581398,0.0328351068311,0.0538362020115,0.044936949567,-0.259324906945,0.217490684937,0.043401917301,-0.193275294446,-0.373111741967
9,numTrials,21.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0
9,stdRate,0.12847365895,0.181695381898,0.176131809288,0.278966268801,0.20304605501,0.339229956765,0.0895620120644,0.405766587338,0.184139303784,0.245450490267,0.169336494102,0.372656412394,
10,meanRate,0.135742833068,1.13372428399,1.15521735789,1.10442995464,1.596640052,1.31518295223,1.25934567775,0.996158409522,1.21432401989,1.25127536037,1.28259001772,0.669110404967,0.567082719722
10,numTrials,21.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0
